code,label_ar,definition_ar,note,concept,all_alternative_ar
c_45644,Pseudopleuronectes herzensteini,,,http://aims.fao.org/aos/agrovoc/c_45644,
c_45645,Pseudopleuronectes americanus,,,http://aims.fao.org/aos/agrovoc/c_45645,
c_45646,Pseudopleuronectes yokohamae,,,http://aims.fao.org/aos/agrovoc/c_45646,
c_45647,Pseudopleuronectes obscurus,,,http://aims.fao.org/aos/agrovoc/c_45647,
c_45648,Oncopterus darwinii,,,http://aims.fao.org/aos/agrovoc/c_45648,
c_4565,كروية الزنيد,,,http://aims.fao.org/aos/agrovoc/c_4565,
c_45650,Rhombosolea plebeia,,,http://aims.fao.org/aos/agrovoc/c_45650,
c_45651,Rhombosolea tapirina,,,http://aims.fao.org/aos/agrovoc/c_45651,
c_45653,Verasper moseri,,,http://aims.fao.org/aos/agrovoc/c_45653,
c_45654,Verasper variegatus,,,http://aims.fao.org/aos/agrovoc/c_45654,
c_45655,Pleuronichthys cornutus,,,http://aims.fao.org/aos/agrovoc/c_45655,
c_45656,Pleuronichthys decurrens,,,http://aims.fao.org/aos/agrovoc/c_45656,
c_45657,Pleuronichthys verticalis,,,http://aims.fao.org/aos/agrovoc/c_45657,
c_45658,Pleuronichthys coenosus,,,http://aims.fao.org/aos/agrovoc/c_45658,
c_45659,Pleuronichthys guttulatus,,,http://aims.fao.org/aos/agrovoc/c_45659,
c_4566,مديرون,,,http://aims.fao.org/aos/agrovoc/c_4566,
c_45660,Cleisthenes pinetorum,,,http://aims.fao.org/aos/agrovoc/c_45660,
c_45661,Inopsetta ischyra,,,http://aims.fao.org/aos/agrovoc/c_45661,
c_45662,Isopsetta isolepis,,,http://aims.fao.org/aos/agrovoc/c_45662,
c_45663,Colistium guntheri,,,http://aims.fao.org/aos/agrovoc/c_45663,
c_45664,Colistium nudipinnis,,,http://aims.fao.org/aos/agrovoc/c_45664,
c_45665,Poecilopsetta albomaculata,,,http://aims.fao.org/aos/agrovoc/c_45665,
c_45666,Pleuronectidae (18302XXXXX),,,http://aims.fao.org/aos/agrovoc/c_45666,
c_45667,Soleidae,,,http://aims.fao.org/aos/agrovoc/c_45667,
c_45668,Achlyopa nigra,,,http://aims.fao.org/aos/agrovoc/c_45668,
c_45669,Bathysolea lactea,,,http://aims.fao.org/aos/agrovoc/c_45669,
c_4567,خراف البحر,,,http://aims.fao.org/aos/agrovoc/c_4567,
c_45670,Buglossidium luteum,,,http://aims.fao.org/aos/agrovoc/c_45670,
c_45671,Dagetichthys lakdoensis,,,http://aims.fao.org/aos/agrovoc/c_45671,
c_45672,Dexillus muelleri,,,http://aims.fao.org/aos/agrovoc/c_45672,
c_45673,Liachirus melanospilus,,,http://aims.fao.org/aos/agrovoc/c_45673,
c_45675,Solea solea,,,http://aims.fao.org/aos/agrovoc/c_45675,
c_45676,Solea lascaris,,,http://aims.fao.org/aos/agrovoc/c_45676,
c_45677,Solea humilis,,,http://aims.fao.org/aos/agrovoc/c_45677,
c_45678,Solea ovata,,,http://aims.fao.org/aos/agrovoc/c_45678,
c_45679,Solea senegalensis,,,http://aims.fao.org/aos/agrovoc/c_45679,
c_4568,يوسفي,,,http://aims.fao.org/aos/agrovoc/c_4568,
c_45680,Solea bleekeri,,,http://aims.fao.org/aos/agrovoc/c_45680,
c_45681,Solea impar,,,http://aims.fao.org/aos/agrovoc/c_45681,
c_45682,Solea nasuta,,,http://aims.fao.org/aos/agrovoc/c_45682,
c_45683,Solea aegyptiaca,,,http://aims.fao.org/aos/agrovoc/c_45683,
c_45685,Parachirus xenicus,,,http://aims.fao.org/aos/agrovoc/c_45685,
c_45686,Phyllichthys punctatus,,,http://aims.fao.org/aos/agrovoc/c_45686,
c_45687,Pseudaesopia japonica,,,http://aims.fao.org/aos/agrovoc/c_45687,
c_45688,Achiroides leucorhynchos,,,http://aims.fao.org/aos/agrovoc/c_45688,
c_45689,Achiroides melanorhynchus,,,http://aims.fao.org/aos/agrovoc/c_45689,
c_4569,Manduca,,,http://aims.fao.org/aos/agrovoc/c_4569,
c_45690,Rhinosolea microlepidota,,,http://aims.fao.org/aos/agrovoc/c_45690,
c_45691,Dicologlossa cuneata,,,http://aims.fao.org/aos/agrovoc/c_45691,
c_45692,Soleichthys siammakuti,,,http://aims.fao.org/aos/agrovoc/c_45692,
c_45693,Typhlachirus caecus,,,http://aims.fao.org/aos/agrovoc/c_45693,
c_45694,Monochirus hispidus,,,http://aims.fao.org/aos/agrovoc/c_45694,
c_45695,Vanstraelenia chirophthalmus,,,http://aims.fao.org/aos/agrovoc/c_45695,
c_45696,Pardachirus pavoninus,,,http://aims.fao.org/aos/agrovoc/c_45696,
c_45697,Pardachirus marmoratus,,,http://aims.fao.org/aos/agrovoc/c_45697,
c_45698,Zebrias fasciatus,,,http://aims.fao.org/aos/agrovoc/c_45698,
c_45699,Zebrias zebra,,,http://aims.fao.org/aos/agrovoc/c_45699,
c_4570,منغنيز,,,http://aims.fao.org/aos/agrovoc/c_4570,
c_45700,Zebrias quagga,,,http://aims.fao.org/aos/agrovoc/c_45700,
c_45701,Aesopia cornuta,,,http://aims.fao.org/aos/agrovoc/c_45701,
c_45702,Heteromycteris japonica,,,http://aims.fao.org/aos/agrovoc/c_45702,
c_45703,Heteromycteris capensis,,,http://aims.fao.org/aos/agrovoc/c_45703,
c_45704,Aseraggodes kaianus,,,http://aims.fao.org/aos/agrovoc/c_45704,
c_45705,Aseraggodes kobensis,,,http://aims.fao.org/aos/agrovoc/c_45705,
c_45706,Aseraggodes macleayanus,,,http://aims.fao.org/aos/agrovoc/c_45706,
c_45707,Synaptura commersoniana,,,http://aims.fao.org/aos/agrovoc/c_45707,
c_45708,Synaptura marginata,,,http://aims.fao.org/aos/agrovoc/c_45708,
c_45709,Synaptura albomaculata,,,http://aims.fao.org/aos/agrovoc/c_45709,
c_4571,سلفات المنغنيز,,,http://aims.fao.org/aos/agrovoc/c_4571,
c_45710,Synaptura lusitanica,,,http://aims.fao.org/aos/agrovoc/c_45710,
c_45712,Austroglossus microlepis,,,http://aims.fao.org/aos/agrovoc/c_45712,
c_45713,Austroglossus pectoralis,,,http://aims.fao.org/aos/agrovoc/c_45713,
c_45716,Microchirus azevia,,,http://aims.fao.org/aos/agrovoc/c_45716,
c_45717,Microchirus ocellatus,,,http://aims.fao.org/aos/agrovoc/c_45717,
c_45718,Microchirus variegatus,,,http://aims.fao.org/aos/agrovoc/c_45718,
c_4572,جرب,,,http://aims.fao.org/aos/agrovoc/c_4572,
c_45720,Euryglossa orientalis,,,http://aims.fao.org/aos/agrovoc/c_45720,
c_45721,Soleidae (18303XXXXX),,,http://aims.fao.org/aos/agrovoc/c_45721,
c_45722,Cynoglossidae,,,http://aims.fao.org/aos/agrovoc/c_45722,
c_45723,Cynoglossus robustus,,,http://aims.fao.org/aos/agrovoc/c_45723,
c_45724,Cynoglossus bilineatus,,,http://aims.fao.org/aos/agrovoc/c_45724,
c_45725,Cynoglossus dubius,,,http://aims.fao.org/aos/agrovoc/c_45725,
c_45726,Cynoglossus lingua,,,http://aims.fao.org/aos/agrovoc/c_45726,
c_45727,Cynoglossus cynoglossus,,,http://aims.fao.org/aos/agrovoc/c_45727,
c_45728,Cynoglossus microlepis,,,http://aims.fao.org/aos/agrovoc/c_45728,
c_45729,Cynoglossus puncticeps,,,http://aims.fao.org/aos/agrovoc/c_45729,
c_4573,حلم الجرب,,,http://aims.fao.org/aos/agrovoc/c_4573,
c_45730,Cynoglossus interruptus,,,http://aims.fao.org/aos/agrovoc/c_45730,
c_45731,Cynoglossus arel,,,http://aims.fao.org/aos/agrovoc/c_45731,
c_45732,Cynoglossus semifasciatus,,,http://aims.fao.org/aos/agrovoc/c_45732,
c_45733,Cynoglossus joyneri,,,http://aims.fao.org/aos/agrovoc/c_45733,
c_45734,Cynoglossus macrostomus,,,http://aims.fao.org/aos/agrovoc/c_45734,
c_45735,Cynoglossus semilaevis,,,http://aims.fao.org/aos/agrovoc/c_45735,
c_45736,Cynoglossus canariensis,,,http://aims.fao.org/aos/agrovoc/c_45736,
c_45737,Cynoglossus abbreviatus,,,http://aims.fao.org/aos/agrovoc/c_45737,
c_45738,Cynoglossus senegalensis,,,http://aims.fao.org/aos/agrovoc/c_45738,
c_45739,Cynoglossus lida,,,http://aims.fao.org/aos/agrovoc/c_45739,
c_4574,أنبج,,,http://aims.fao.org/aos/agrovoc/c_4574,
c_45740,Cynoglossus zanzibarensis,,,http://aims.fao.org/aos/agrovoc/c_45740,
c_45741,Paraplagusia blochii,,,http://aims.fao.org/aos/agrovoc/c_45741,
c_45742,Symphurus strictus,,,http://aims.fao.org/aos/agrovoc/c_45742,
c_45743,Symphurus orientalis,,,http://aims.fao.org/aos/agrovoc/c_45743,
c_45744,Symphurus atricaudus,,,http://aims.fao.org/aos/agrovoc/c_45744,
c_45745,Symphurus plagusia,,,http://aims.fao.org/aos/agrovoc/c_45745,
c_45746,Symphurus ginsburgi,,,http://aims.fao.org/aos/agrovoc/c_45746,
c_45747,Symphurus ligulatus,,,http://aims.fao.org/aos/agrovoc/c_45747,
c_45748,Symphurus plagiusa,,,http://aims.fao.org/aos/agrovoc/c_45748,
c_45749,Symphurus tessellatus,,,http://aims.fao.org/aos/agrovoc/c_45749,
c_4575,منغيفيرا هندية,,,http://aims.fao.org/aos/agrovoc/c_4575,
c_45750,Cynoglossidae (18304XXXXX),,,http://aims.fao.org/aos/agrovoc/c_45750,
c_45751,Scophthalmidae,,,http://aims.fao.org/aos/agrovoc/c_45751,
c_45752,Phrynorhombus norvegicus,,,http://aims.fao.org/aos/agrovoc/c_45752,
c_45754,Lepidorhombus whiffiagonis,,,http://aims.fao.org/aos/agrovoc/c_45754,
c_45755,Lepidorhombus boscii,,,http://aims.fao.org/aos/agrovoc/c_45755,
c_45757,Zeugopterus punctatus,,,http://aims.fao.org/aos/agrovoc/c_45757,
c_45759,Scophthalmus aquosus,,,http://aims.fao.org/aos/agrovoc/c_45759,
c_4576,شمندر العلف,,,http://aims.fao.org/aos/agrovoc/c_4576,
c_45761,Scophthalmidae (18305XXXXX),,,http://aims.fao.org/aos/agrovoc/c_45761,
c_45762,Citharidae,,,http://aims.fao.org/aos/agrovoc/c_45762,
c_45763,Citharus linguatula,,,http://aims.fao.org/aos/agrovoc/c_45763,
c_45764,Brachypleura novaezeelandiae,,,http://aims.fao.org/aos/agrovoc/c_45764,
c_45765,Citharoides axillaris,,,http://aims.fao.org/aos/agrovoc/c_45765,
c_45766,Citharoides macrolepidotus,,,http://aims.fao.org/aos/agrovoc/c_45766,
c_45767,Citharoides macrolepis,,,http://aims.fao.org/aos/agrovoc/c_45767,
c_45768,Lepidoblepharon ophthalmolepis,,,http://aims.fao.org/aos/agrovoc/c_45768,
c_45769,Citharidae (18306XXXXX),,,http://aims.fao.org/aos/agrovoc/c_45769,
c_4577,مستنقعات إصطناعية,,,http://aims.fao.org/aos/agrovoc/c_4577,
c_45770,Psettodidae,,,http://aims.fao.org/aos/agrovoc/c_45770,
c_45771,Psettodes erumei,,,http://aims.fao.org/aos/agrovoc/c_45771,
c_45772,Psettodes belcheri,,,http://aims.fao.org/aos/agrovoc/c_45772,
c_45773,Psettodes bennettii,,,http://aims.fao.org/aos/agrovoc/c_45773,
c_45774,Psettodidae (18307XXXXX),,,http://aims.fao.org/aos/agrovoc/c_45774,
c_45775,Paralichthyidae,,,http://aims.fao.org/aos/agrovoc/c_45775,
c_45776,Ancylopsetta cycloidea,,,http://aims.fao.org/aos/agrovoc/c_45776,
c_45777,Gastropsetta frontalis,,,http://aims.fao.org/aos/agrovoc/c_45777,
c_45778,Tarphops elegans,,,http://aims.fao.org/aos/agrovoc/c_45778,
c_45779,Tephrinectes sinensis,,,http://aims.fao.org/aos/agrovoc/c_45779,
c_4578,منيهوت,,,http://aims.fao.org/aos/agrovoc/c_4578,
c_45780,Xystreurys liolepis,,,http://aims.fao.org/aos/agrovoc/c_45780,
c_45781,Citharichthys gilberti,,,http://aims.fao.org/aos/agrovoc/c_45781,
c_45782,Citharichthys sordidus,,,http://aims.fao.org/aos/agrovoc/c_45782,
c_45783,Citharichthys stigmaeus,,,http://aims.fao.org/aos/agrovoc/c_45783,
c_45784,Citharichthys stampflii,,,http://aims.fao.org/aos/agrovoc/c_45784,
c_45785,Citharichthys arctifrons,,,http://aims.fao.org/aos/agrovoc/c_45785,
c_45786,Citharichthys arenaceus,,,http://aims.fao.org/aos/agrovoc/c_45786,
c_45787,Citharichthys gymnorhinus,,,http://aims.fao.org/aos/agrovoc/c_45787,
c_45788,Citharichthys spilopterus,,,http://aims.fao.org/aos/agrovoc/c_45788,
c_45789,Cyclopsetta querna,,,http://aims.fao.org/aos/agrovoc/c_45789,
c_4579,منيهوت مغذي,,,http://aims.fao.org/aos/agrovoc/c_4579,جتروفا حلوة|منيهوت إيبي|منيهوت حلو|منيهوت راحي|جتروفا مانيوت|منيهوت نافع
c_45790,Cyclopsetta panamensis,,,http://aims.fao.org/aos/agrovoc/c_45790,
c_45791,Etropus intermedius,,,http://aims.fao.org/aos/agrovoc/c_45791,
c_45792,Etropus crossotus,,,http://aims.fao.org/aos/agrovoc/c_45792,
c_45793,Etropus peruvianus,,,http://aims.fao.org/aos/agrovoc/c_45793,
c_45794,Etropus microstomus,,,http://aims.fao.org/aos/agrovoc/c_45794,
c_45795,Hippoglossina macrops,,,http://aims.fao.org/aos/agrovoc/c_45795,
c_45796,Hippoglossina stomata,,,http://aims.fao.org/aos/agrovoc/c_45796,
c_45796fbf,تقلّب المناخ,,,http://aims.fao.org/aos/agrovoc/c_45796fbf,
c_45799,Paralichthys brasiliensis,,,http://aims.fao.org/aos/agrovoc/c_45799,
c_457bfd0e,تلوث حراري,,,http://aims.fao.org/aos/agrovoc/c_457bfd0e,
c_458,تزبيل حولي,,,http://aims.fao.org/aos/agrovoc/c_458,
c_4580,منيهوت غلازيوفي,,,http://aims.fao.org/aos/agrovoc/c_4580,
c_45800,Paralichthys californicus,,,http://aims.fao.org/aos/agrovoc/c_45800,
c_45801,Paralichthys woolmani,,,http://aims.fao.org/aos/agrovoc/c_45801,
c_45802,Paralichthys dentatus,,,http://aims.fao.org/aos/agrovoc/c_45802,
c_45803,Paralichthys oblongus,,,http://aims.fao.org/aos/agrovoc/c_45803,
c_45804,Paralichthys albigutta,,,http://aims.fao.org/aos/agrovoc/c_45804,
c_45805,Paralichthys lethostigma,,,http://aims.fao.org/aos/agrovoc/c_45805,
c_45806,Paralichthys adspersus,,,http://aims.fao.org/aos/agrovoc/c_45806,
c_45808,Pseudorhombus elevatus,,,http://aims.fao.org/aos/agrovoc/c_45808,
c_45809,Pseudorhombus oligodon,,,http://aims.fao.org/aos/agrovoc/c_45809,
c_4581,مانيلكارا,,,http://aims.fao.org/aos/agrovoc/c_4581,
c_45810,Pseudorhombus arsius,,,http://aims.fao.org/aos/agrovoc/c_45810,
c_45811,Pseudorhombus javanicus,,,http://aims.fao.org/aos/agrovoc/c_45811,
c_45812,Pseudorhombus cinnamoneus,,,http://aims.fao.org/aos/agrovoc/c_45812,
c_45813,Pseudorhombus pentophthalmus,,,http://aims.fao.org/aos/agrovoc/c_45813,
c_45814,Pseudorhombus triocellatus,,,http://aims.fao.org/aos/agrovoc/c_45814,
c_45815,Syacium gunteri,,,http://aims.fao.org/aos/agrovoc/c_45815,
c_45816,Syacium latifrons,,,http://aims.fao.org/aos/agrovoc/c_45816,
c_45817,Syacium micrurum,,,http://aims.fao.org/aos/agrovoc/c_45817,
c_45818,Achiridae,,,http://aims.fao.org/aos/agrovoc/c_45818,
c_45819,Achirus achirus,,,http://aims.fao.org/aos/agrovoc/c_45819,
c_4582,مانيلكارا زابوتا,,,http://aims.fao.org/aos/agrovoc/c_4582,مانيلكارا زابوليتا|مانيلكارا أكراس
c_45820,Achirus lineatus,,,http://aims.fao.org/aos/agrovoc/c_45820,
c_45821,Achirus mazatlanus,,,http://aims.fao.org/aos/agrovoc/c_45821,
c_45822,Gymnachirus melas,,,http://aims.fao.org/aos/agrovoc/c_45822,
c_45823,Trinectes maculatus,,,http://aims.fao.org/aos/agrovoc/c_45823,
c_45824,Apionichthys dumerili,,,http://aims.fao.org/aos/agrovoc/c_45824,
c_45825,Achiropsettidae,,,http://aims.fao.org/aos/agrovoc/c_45825,
c_45826,Achiropsetta slavae,,,http://aims.fao.org/aos/agrovoc/c_45826,
c_45827,Achiropsetta tricholepis,,,http://aims.fao.org/aos/agrovoc/c_45827,
c_45828,Mancopsetta maculata,,,http://aims.fao.org/aos/agrovoc/c_45828,
c_45829,Mancopsetta milfordi,,,http://aims.fao.org/aos/agrovoc/c_45829,
c_4583,مانيلكارا ثنائية التسنن,,,http://aims.fao.org/aos/agrovoc/c_4583,ميموزوبس بالاتي
c_45830,Pseudomancopsetta andriashevi,,,http://aims.fao.org/aos/agrovoc/c_45830,
c_45831,Samaridae,,,http://aims.fao.org/aos/agrovoc/c_45831,
c_45832,Plagiopsetta glossa,,,http://aims.fao.org/aos/agrovoc/c_45832,
c_45833,Samaris cristatus,,,http://aims.fao.org/aos/agrovoc/c_45833,
c_45834,Samariscus huysmani,,,http://aims.fao.org/aos/agrovoc/c_45834,
c_45835,Pleuronectiformes (183XXXXXXX),,,http://aims.fao.org/aos/agrovoc/c_45835,
c_45836,Tetraodontiformes,,,http://aims.fao.org/aos/agrovoc/c_45836,
c_45837,Ostraciidae,,,http://aims.fao.org/aos/agrovoc/c_45837,
c_45838,Ostracion cubicus,,,http://aims.fao.org/aos/agrovoc/c_45838,
c_45839,Aracana aurita,,,http://aims.fao.org/aos/agrovoc/c_45839,
c_4584,مانيبور,,,http://aims.fao.org/aos/agrovoc/c_4584,
c_45840,Anoplocapros amygdaloides,,,http://aims.fao.org/aos/agrovoc/c_45840,
c_45841,Lactophrys trigonus,,,http://aims.fao.org/aos/agrovoc/c_45841,
c_45842,Lactophrys triqueter,,,http://aims.fao.org/aos/agrovoc/c_45842,
c_458424fb,graphene,,,http://aims.fao.org/aos/agrovoc/c_458424fb,
c_45843,Caprichthys gymnura,,,http://aims.fao.org/aos/agrovoc/c_45843,
c_45844,Capropygia unistriata,,,http://aims.fao.org/aos/agrovoc/c_45844,
c_45845,Kentrocapros aculeatus,,,http://aims.fao.org/aos/agrovoc/c_45845,
c_45846,Lactoria cornuta,,,http://aims.fao.org/aos/agrovoc/c_45846,
c_45847,Acanthostracion quadricornis,,,http://aims.fao.org/aos/agrovoc/c_45847,
c_45848,Acanthostracion polygonius,,,http://aims.fao.org/aos/agrovoc/c_45848,
c_45849,Polyplacapros tyleri,,,http://aims.fao.org/aos/agrovoc/c_45849,
c_4585,مانيتوبا,,,http://aims.fao.org/aos/agrovoc/c_4585,
c_45850,Strophiurichthys robustus,,,http://aims.fao.org/aos/agrovoc/c_45850,
c_45851,Tetrosomus concatenatus,,,http://aims.fao.org/aos/agrovoc/c_45851,
c_45852,Ostraciidae (19001XXXXX),,,http://aims.fao.org/aos/agrovoc/c_45852,
c_45853,Tetraodontidae,,,http://aims.fao.org/aos/agrovoc/c_45853,
c_45854,Amblyrhynchotes honckenii,,,http://aims.fao.org/aos/agrovoc/c_45854,
c_45855,Lagocephalus laevigatus,,,http://aims.fao.org/aos/agrovoc/c_45855,
c_45856,Lagocephalus guentheri,,,http://aims.fao.org/aos/agrovoc/c_45856,
c_45857,Lagocephalus lagocephalus,,,http://aims.fao.org/aos/agrovoc/c_45857,
c_45858,Lagocephalus wheeleri,,,http://aims.fao.org/aos/agrovoc/c_45858,
c_4586,بشرية,,,http://aims.fao.org/aos/agrovoc/c_4586,
c_45860,Sphoeroides annulatus,,,http://aims.fao.org/aos/agrovoc/c_45860,
c_45861,Sphoeroides pachygaster,,,http://aims.fao.org/aos/agrovoc/c_45861,
c_45862,Sphoeroides testudineus,,,http://aims.fao.org/aos/agrovoc/c_45862,
c_45863,Sphoeroides maculatus,,,http://aims.fao.org/aos/agrovoc/c_45863,
c_45865,Ephippion guttifer,,,http://aims.fao.org/aos/agrovoc/c_45865,
c_45866,Tetraodon cutcutia,,,http://aims.fao.org/aos/agrovoc/c_45866,
c_45867,Tetraodon pustulatus,,,http://aims.fao.org/aos/agrovoc/c_45867,
c_45868,Carinotetraodon lorteti,,,http://aims.fao.org/aos/agrovoc/c_45868,
c_45869,Chelonodon patoca,,,http://aims.fao.org/aos/agrovoc/c_45869,
c_4587,منانات,,,http://aims.fao.org/aos/agrovoc/c_4587,
c_45870,Takifugu vermicularis,,,http://aims.fao.org/aos/agrovoc/c_45870,
c_45871,Takifugu niphobles,,,http://aims.fao.org/aos/agrovoc/c_45871,
c_45872,Takifugu porphyreus,,,http://aims.fao.org/aos/agrovoc/c_45872,
c_45873,Chonerhinos amabilis,,,http://aims.fao.org/aos/agrovoc/c_45873,
c_45874,Colomesus psittacus,,,http://aims.fao.org/aos/agrovoc/c_45874,
c_45875,Canthigaster amboinensis,,,http://aims.fao.org/aos/agrovoc/c_45875,
c_45876,Arothron firmamentum,,,http://aims.fao.org/aos/agrovoc/c_45876,
c_45877,Arothron hispidus,,,http://aims.fao.org/aos/agrovoc/c_45877,
c_45878,Arothron mappa,,,http://aims.fao.org/aos/agrovoc/c_45878,
c_45879,Arothron meleagris,,,http://aims.fao.org/aos/agrovoc/c_45879,
c_4588,منتول,,,http://aims.fao.org/aos/agrovoc/c_4588,
c_45880,Arothron nigropunctatus,,,http://aims.fao.org/aos/agrovoc/c_45880,
c_45881,Contusus richei,,,http://aims.fao.org/aos/agrovoc/c_45881,
c_45882,Feroxodon multistriatus,,,http://aims.fao.org/aos/agrovoc/c_45882,
c_45883,Guentheridia formosa,,,http://aims.fao.org/aos/agrovoc/c_45883,
c_45884,Marilyna darwinii,,,http://aims.fao.org/aos/agrovoc/c_45884,
c_45885,Omegophora armilla,,,http://aims.fao.org/aos/agrovoc/c_45885,
c_45886,Pelagocephalus marki,,,http://aims.fao.org/aos/agrovoc/c_45886,
c_45887,Torquigener altipinnis,,,http://aims.fao.org/aos/agrovoc/c_45887,
c_45888,Tylerius spinosissimus,,,http://aims.fao.org/aos/agrovoc/c_45888,
c_45889,Xenopterus naritus,,,http://aims.fao.org/aos/agrovoc/c_45889,
c_4589,منوز,,,http://aims.fao.org/aos/agrovoc/c_4589,
c_45890,Tetraodontidae (19002XXXXX),,,http://aims.fao.org/aos/agrovoc/c_45890,
c_45891,Diodontidae,,,http://aims.fao.org/aos/agrovoc/c_45891,
c_45892,Cyclichthys spilostylus,,,http://aims.fao.org/aos/agrovoc/c_45892,
c_45893,Chilomycterus affinis,,,http://aims.fao.org/aos/agrovoc/c_45893,
c_45894,Diodon hystrix,,,http://aims.fao.org/aos/agrovoc/c_45894,
c_45895,Dicotylichthys punctulatus,,,http://aims.fao.org/aos/agrovoc/c_45895,
c_45896,Lophodiodon calori,,,http://aims.fao.org/aos/agrovoc/c_45896,
c_45897,Tragulichthys jaculiferus,,,http://aims.fao.org/aos/agrovoc/c_45897,
c_45898,Allomycterus pilatus,,,http://aims.fao.org/aos/agrovoc/c_45898,
c_45899,Diodontidae (19003XXXXX),,,http://aims.fao.org/aos/agrovoc/c_45899,
c_458d0831,تقانة نانوية حيوية,,,http://aims.fao.org/aos/agrovoc/c_458d0831,
c_459,أعشاب سنوية,,,http://aims.fao.org/aos/agrovoc/c_459,
c_4590,قوة عاملة,,,http://aims.fao.org/aos/agrovoc/c_4590,
c_45900,Triacanthodidae,,,http://aims.fao.org/aos/agrovoc/c_45900,
c_45901,Atrophacanthus japonicus,,,http://aims.fao.org/aos/agrovoc/c_45901,
c_45902,Bathyphylax bombifrons,,,http://aims.fao.org/aos/agrovoc/c_45902,
c_45903,Halimochirurgus alcocki,,,http://aims.fao.org/aos/agrovoc/c_45903,
c_45904,Hollardia hollardi,,,http://aims.fao.org/aos/agrovoc/c_45904,
c_45905,Johnsonina eriomma,,,http://aims.fao.org/aos/agrovoc/c_45905,
c_45906,Macrorhamphosodes platycheilus,,,http://aims.fao.org/aos/agrovoc/c_45906,
c_45907,Parahollardia lineata,,,http://aims.fao.org/aos/agrovoc/c_45907,
c_45908,Paratriacanthodes herrei,,,http://aims.fao.org/aos/agrovoc/c_45908,
c_45909,Triacanthodes anomalus,,,http://aims.fao.org/aos/agrovoc/c_45909,
c_4591,سرعوفيات (رتبة),,,http://aims.fao.org/aos/agrovoc/c_4591,
c_45910,Tydemania navigatoris,,,http://aims.fao.org/aos/agrovoc/c_45910,
c_45911,Triacanthidae,,,http://aims.fao.org/aos/agrovoc/c_45911,
c_45912,Pseudotriacanthus strigilifer,,,http://aims.fao.org/aos/agrovoc/c_45912,
c_45913,Triacanthus biaculeatus,,,http://aims.fao.org/aos/agrovoc/c_45913,
c_45914,Tripodichthys angustifrons,,,http://aims.fao.org/aos/agrovoc/c_45914,
c_45915,Trixiphichthys weberi,,,http://aims.fao.org/aos/agrovoc/c_45915,
c_45916,Triodontidae,,,http://aims.fao.org/aos/agrovoc/c_45916,
c_45917,Triodon macropterus,,,http://aims.fao.org/aos/agrovoc/c_45917,
c_45918,Molidae,,,http://aims.fao.org/aos/agrovoc/c_45918,
c_45919,Ranzania laevis,,,http://aims.fao.org/aos/agrovoc/c_45919,
c_4592,أسمدة عضوية,,,http://aims.fao.org/aos/agrovoc/c_4592,
c_45921,Mola mola,,,http://aims.fao.org/aos/agrovoc/c_45921,
c_45923,Masturus lanceolatus,,,http://aims.fao.org/aos/agrovoc/c_45923,
c_45924,Monacanthidae,,,http://aims.fao.org/aos/agrovoc/c_45924,
c_45925,Acreichthys hajam,,,http://aims.fao.org/aos/agrovoc/c_45925,
c_45926,Amanses scopas,,,http://aims.fao.org/aos/agrovoc/c_45926,
c_45928,Aluterus scriptus,,,http://aims.fao.org/aos/agrovoc/c_45928,
c_45929,Aluterus monoceros,,,http://aims.fao.org/aos/agrovoc/c_45929,
c_4593,مارانهاو,,,http://aims.fao.org/aos/agrovoc/c_4593,
c_45932,Cantherhines sandwichiensis,,,http://aims.fao.org/aos/agrovoc/c_45932,
c_45934,Bigener brownii,,,http://aims.fao.org/aos/agrovoc/c_45934,
c_45935,Brachaluteres jacksonianus,,,http://aims.fao.org/aos/agrovoc/c_45935,
c_45936,Anacanthus barbatus,,,http://aims.fao.org/aos/agrovoc/c_45936,
c_45937,Cantheschenia grandisquamis,,,http://aims.fao.org/aos/agrovoc/c_45937,
c_45938,Chaetodermis penicilligera,,,http://aims.fao.org/aos/agrovoc/c_45938,
c_45939,Stephanolepis cirrhifer,,,http://aims.fao.org/aos/agrovoc/c_45939,
c_4594,مرنطة,,,http://aims.fao.org/aos/agrovoc/c_4594,
c_45940,Eubalichthys bucephalus,,,http://aims.fao.org/aos/agrovoc/c_45940,
c_45941,Meuschenia australis,,,http://aims.fao.org/aos/agrovoc/c_45941,
c_45942,Monacanthus chinensis,,,http://aims.fao.org/aos/agrovoc/c_45942,
c_45943,Nelusetta ayraudi,,,http://aims.fao.org/aos/agrovoc/c_45943,
c_45944,Oxymonacanthus halli,,,http://aims.fao.org/aos/agrovoc/c_45944,
c_45945,Paraluteres prionurus,,,http://aims.fao.org/aos/agrovoc/c_45945,
c_45946,Paramonacanthus barnardi,,,http://aims.fao.org/aos/agrovoc/c_45946,
c_45947,Parika scaber,,,http://aims.fao.org/aos/agrovoc/c_45947,
c_45948,Penicipelta vittiger,,,http://aims.fao.org/aos/agrovoc/c_45948,
c_45949,Pervagor alternans,,,http://aims.fao.org/aos/agrovoc/c_45949,
c_4595,مرنطة قصبية,,,http://aims.fao.org/aos/agrovoc/c_4595,
c_45950,Pseudalutarius nasicornis,,,http://aims.fao.org/aos/agrovoc/c_45950,
c_45951,Pseudomonacanthus elongatus,,,http://aims.fao.org/aos/agrovoc/c_45951,
