"code","label_zh","note","concept","all_alternative_zh","all_hidden_zh","definition_en"
"c_3a5f3a1e","Leveillula duriaei","","http://aims.fao.org/aos/agrovoc/c_3a5f3a1e","","",""
"c_3a6b87a7","湍动","","http://aims.fao.org/aos/agrovoc/c_3a6b87a7","","",""
"c_3a6d043c","鱼类转化因素","","http://aims.fao.org/aos/agrovoc/c_3a6d043c","","",""
"c_3a6fcd62","铼同位素","","http://aims.fao.org/aos/agrovoc/c_3a6fcd62","","",""
"c_3a7738f0","Atriplex davisii","","http://aims.fao.org/aos/agrovoc/c_3a7738f0","","",""
"c_3a821ebd","元分析","","http://aims.fao.org/aos/agrovoc/c_3a821ebd","","",""
"c_3a8853ff","Styphnolobium japonicum","","http://aims.fao.org/aos/agrovoc/c_3a8853ff","","",""
"c_3a8b412c","碳酸盐岩","","http://aims.fao.org/aos/agrovoc/c_3a8b412c","","",""
"c_3a8d32b2","Aparavirus","","http://aims.fao.org/aos/agrovoc/c_3a8d32b2","","",""
"c_3a8f126d","有尾目","","http://aims.fao.org/aos/agrovoc/c_3a8f126d","","",""
"c_3a9236be","Lathyrus roseus subsp. roseus","","http://aims.fao.org/aos/agrovoc/c_3a9236be","","",""
"c_3a9711f7","越浪","","http://aims.fao.org/aos/agrovoc/c_3a9711f7","","",""
"c_3a9953a5","养分枯竭","","http://aims.fao.org/aos/agrovoc/c_3a9953a5","","",""
"c_3aa1f5fc","Ziziphus jujuba","","http://aims.fao.org/aos/agrovoc/c_3aa1f5fc","","",""
"c_3aa7a7d6","业务模式","","http://aims.fao.org/aos/agrovoc/c_3aa7a7d6","","",""
"c_3abcedfa","足丝","","http://aims.fao.org/aos/agrovoc/c_3abcedfa","","",""
"c_3ac27bc7","Hordeum flexuosum","","http://aims.fao.org/aos/agrovoc/c_3ac27bc7","","",""
"c_3ac69db4","Larinus latus","","http://aims.fao.org/aos/agrovoc/c_3ac69db4","","",""
"c_3aca2a60","气候预报","","http://aims.fao.org/aos/agrovoc/c_3aca2a60","","",""
"c_3acb8f02","Lathyrus tukhtensis","","http://aims.fao.org/aos/agrovoc/c_3acb8f02","","",""
"c_3ad76109","经验资本化","","http://aims.fao.org/aos/agrovoc/c_3ad76109","","",""
"c_3ad82fdd","Pelargonium quercetorum","","http://aims.fao.org/aos/agrovoc/c_3ad82fdd","","",""
"c_3ad870c3","Thymus longicaulis","","http://aims.fao.org/aos/agrovoc/c_3ad870c3","","",""
"c_3ae5032f","电子噪音","","http://aims.fao.org/aos/agrovoc/c_3ae5032f","","",""
"c_3ae784be","Cistus monspeliensis","","http://aims.fao.org/aos/agrovoc/c_3ae784be","","",""
"c_3aeb9ff0","Coraebus rubi","","http://aims.fao.org/aos/agrovoc/c_3aeb9ff0","","",""
"c_3afc9e86","Fritillaria alburyana","","http://aims.fao.org/aos/agrovoc/c_3afc9e86","","",""
"c_3b0a2042","乙烷","","http://aims.fao.org/aos/agrovoc/c_3b0a2042","","",""
"c_3b0edfbe","Amblyseius swirskii","","http://aims.fao.org/aos/agrovoc/c_3b0edfbe","","",""
"c_3b116cbd","流量计","","http://aims.fao.org/aos/agrovoc/c_3b116cbd","","",""
"c_3b12eef7","城市生态","","http://aims.fao.org/aos/agrovoc/c_3b12eef7","","",""
"c_3b179236","Allium staticiforme","","http://aims.fao.org/aos/agrovoc/c_3b179236","","",""
"c_3b1987ba","政策分析","","http://aims.fao.org/aos/agrovoc/c_3b1987ba","","",""
"c_3b22c756","食用酸浆","","http://aims.fao.org/aos/agrovoc/c_3b22c756","","",""
"c_3b24bfe5","Pimpinella cappadocica var. cappadocica","","http://aims.fao.org/aos/agrovoc/c_3b24bfe5","","",""
"c_3b312ffd","目标8 体面工作和经济增长","","http://aims.fao.org/aos/agrovoc/c_3b312ffd","","",""
"c_3b32d86c","季节性池塘","","http://aims.fao.org/aos/agrovoc/c_3b32d86c","","",""
"c_3b3bee58","西风","","http://aims.fao.org/aos/agrovoc/c_3b3bee58","","",""
"c_3b4c07e9","直长马唐","","http://aims.fao.org/aos/agrovoc/c_3b4c07e9","","",""
"c_3b4c2118","压块","","http://aims.fao.org/aos/agrovoc/c_3b4c2118","","",""
"c_3b51848b","海震","","http://aims.fao.org/aos/agrovoc/c_3b51848b","","",""
"c_3b5ab880","化学发光","","http://aims.fao.org/aos/agrovoc/c_3b5ab880","","",""
"c_3b62f221","缺氧盆地","","http://aims.fao.org/aos/agrovoc/c_3b62f221","","",""
"c_3b6dafe2","Sideritis hispida","","http://aims.fao.org/aos/agrovoc/c_3b6dafe2","","",""
"c_3b7fdef6","Picornavirales","","http://aims.fao.org/aos/agrovoc/c_3b7fdef6","","",""
"c_3b827e95","总需求","","http://aims.fao.org/aos/agrovoc/c_3b827e95","","",""
"c_3b8db733","Feltiella","","http://aims.fao.org/aos/agrovoc/c_3b8db733","","",""
"c_3b94f924","自给性渔业","","http://aims.fao.org/aos/agrovoc/c_3b94f924","","",""
"c_3bbf6aaf","Sideritis vuralii","","http://aims.fao.org/aos/agrovoc/c_3bbf6aaf","","",""
"c_3bcb2967","岩心分析","","http://aims.fao.org/aos/agrovoc/c_3bcb2967","","",""
"c_3bcec94a","Bougainvillea glabra","","http://aims.fao.org/aos/agrovoc/c_3bcec94a","","",""
"c_3bdbab0f","鱼钩","","http://aims.fao.org/aos/agrovoc/c_3bdbab0f","","",""
"c_3be11801","触变性","","http://aims.fao.org/aos/agrovoc/c_3be11801","","",""
"c_3be3b1ee","海螺养殖","","http://aims.fao.org/aos/agrovoc/c_3be3b1ee","","",""
"c_3bf334af","Iflavirus","","http://aims.fao.org/aos/agrovoc/c_3bf334af","","",""
"c_3c01e50b","浪痕","","http://aims.fao.org/aos/agrovoc/c_3c01e50b","","",""
"c_3c0a1b7f","Viola dichroa","","http://aims.fao.org/aos/agrovoc/c_3c0a1b7f","","",""
"c_3c0a3177","Helvella crispa","","http://aims.fao.org/aos/agrovoc/c_3c0a3177","","",""
"c_3c0a3bec","Lactarius sanguifluus","","http://aims.fao.org/aos/agrovoc/c_3c0a3bec","","",""
"c_3c1436e8","营养过分","","http://aims.fao.org/aos/agrovoc/c_3c1436e8","营养过度","",""
"c_3c1d02eb","脊椎动物学","","http://aims.fao.org/aos/agrovoc/c_3c1d02eb","","",""
"c_3c23e6e4","Geranium columbinum","","http://aims.fao.org/aos/agrovoc/c_3c23e6e4","","",""
"c_3c275990","严重急性呼吸综合征","","http://aims.fao.org/aos/agrovoc/c_3c275990","重症急性呼吸系统综合征","",""
"c_3c2c635d","玫瑰油","","http://aims.fao.org/aos/agrovoc/c_3c2c635d","","",""
"c_3c2e46b8","Tuber nitidum","","http://aims.fao.org/aos/agrovoc/c_3c2e46b8","","",""
"c_3c3337c4","产蛋量下降","","http://aims.fao.org/aos/agrovoc/c_3c3337c4","","",""
"c_3c427a6e","Anisoplia signata","","http://aims.fao.org/aos/agrovoc/c_3c427a6e","","",""
"c_3c498c19","产卵群体生物量","","http://aims.fao.org/aos/agrovoc/c_3c498c19","产卵种群生物量","",""
"c_3c5c2502","人口贩卖","","http://aims.fao.org/aos/agrovoc/c_3c5c2502","","",""
"c_3c5fda5b","Allium guttatum","","http://aims.fao.org/aos/agrovoc/c_3c5fda5b","","",""
"c_3c73540e","除冰","","http://aims.fao.org/aos/agrovoc/c_3c73540e","","",""
"c_3c8040e9","悬浮颗粒物","","http://aims.fao.org/aos/agrovoc/c_3c8040e9","","",""
"c_3c81175c","Acanthus dioscoridis var. dioscoridis","","http://aims.fao.org/aos/agrovoc/c_3c81175c","","",""
"c_3caca609","Erodium gaillardotii","","http://aims.fao.org/aos/agrovoc/c_3caca609","","",""
"c_3cae863f","Tuberaceae","","http://aims.fao.org/aos/agrovoc/c_3cae863f","","",""
"c_3cb94540","Closterotomus","","http://aims.fao.org/aos/agrovoc/c_3cb94540","","",""
"c_3cc594ea","布格异常","","http://aims.fao.org/aos/agrovoc/c_3cc594ea","","",""
"c_3cc6e083","Cyperus laevigatus subsp. distachyos","","http://aims.fao.org/aos/agrovoc/c_3cc6e083","","",""
"c_3cd2fe3a","Leveillula picridis","","http://aims.fao.org/aos/agrovoc/c_3cd2fe3a","","",""
"c_3cd3bdab","Quercus libani","","http://aims.fao.org/aos/agrovoc/c_3cd3bdab","","",""
"c_3ce63f97","海洋空间规划","","http://aims.fao.org/aos/agrovoc/c_3ce63f97","","",""
"c_3d133132","磁力仪","","http://aims.fao.org/aos/agrovoc/c_3d133132","","",""
"c_3d2459a7","管栖生物","","http://aims.fao.org/aos/agrovoc/c_3d2459a7","","",""
"c_3d26697a","Coprinus comatus","","http://aims.fao.org/aos/agrovoc/c_3d26697a","","",""
"c_3d2f3798","Reseda lutea","","http://aims.fao.org/aos/agrovoc/c_3d2f3798","","",""
"c_3d329d29","Amaranthus graecizans","","http://aims.fao.org/aos/agrovoc/c_3d329d29","","",""
"c_3d37dec4","木栓质","","http://aims.fao.org/aos/agrovoc/c_3d37dec4","","",""
"c_3d3f8c48","Hordeum distichon","","http://aims.fao.org/aos/agrovoc/c_3d3f8c48","","",""
"c_3d42f17f","Paspalum thunbergii","","http://aims.fao.org/aos/agrovoc/c_3d42f17f","","",""
"c_3d47014f","碳泄漏","","http://aims.fao.org/aos/agrovoc/c_3d47014f","排放泄漏","",""
"c_3d51ec90","Eriolobus","","http://aims.fao.org/aos/agrovoc/c_3d51ec90","","",""
"c_3d636459","扩散油","","http://aims.fao.org/aos/agrovoc/c_3d636459","","",""
"c_3d7c6e30","金属疲劳","","http://aims.fao.org/aos/agrovoc/c_3d7c6e30","","",""
"c_3d8a6bf0","内陆发展中国家","","http://aims.fao.org/aos/agrovoc/c_3d8a6bf0","","",""
"c_3da0d16d","口臭","","http://aims.fao.org/aos/agrovoc/c_3da0d16d","","",""
"c_3da43349","Sawadaea bicornis","","http://aims.fao.org/aos/agrovoc/c_3da43349","","",""
"c_3dbaedcf","海气耦合","","http://aims.fao.org/aos/agrovoc/c_3dbaedcf","","",""
"c_3dc44e13","Monilinia linhartiana","","http://aims.fao.org/aos/agrovoc/c_3dc44e13","","",""
"c_3dc7af89","極危物種","","http://aims.fao.org/aos/agrovoc/c_3dc7af89","","",""
"c_3dd28168","Cenopalpus pulcher","","http://aims.fao.org/aos/agrovoc/c_3dd28168","","",""
"c_3decfc00","缩写","","http://aims.fao.org/aos/agrovoc/c_3decfc00","","",""
"c_3df1cb51","熔岩","","http://aims.fao.org/aos/agrovoc/c_3df1cb51","","",""
"c_3df6722b","Lepus europaeus","","http://aims.fao.org/aos/agrovoc/c_3df6722b","","",""
"c_3df9fde4","Allium deciduum","","http://aims.fao.org/aos/agrovoc/c_3df9fde4","","",""
"c_3dfb70b0","腹足类软体动物渔业","","http://aims.fao.org/aos/agrovoc/c_3dfb70b0","","",""
"c_3dfcfeb7","Triticum monococcum subsp. monococcum","","http://aims.fao.org/aos/agrovoc/c_3dfcfeb7","","",""
"c_3e0ae415","标志","","http://aims.fao.org/aos/agrovoc/c_3e0ae415","","",""
"c_3e109ea0","Thaumetopea wilkinsoni","","http://aims.fao.org/aos/agrovoc/c_3e109ea0","","",""
"c_3e1e050f","基因印记","","http://aims.fao.org/aos/agrovoc/c_3e1e050f","","",""
"c_3e21c332","稳定同位素","","http://aims.fao.org/aos/agrovoc/c_3e21c332","","",""
"c_3e34cd35","古海流","","http://aims.fao.org/aos/agrovoc/c_3e34cd35","","",""
"c_3e42eec7","海洋大气系统","","http://aims.fao.org/aos/agrovoc/c_3e42eec7","","",""
"c_3e5f2504","粒度分级（生物）","","http://aims.fao.org/aos/agrovoc/c_3e5f2504","","",""
"c_3e60e83d","Pistacia terebinthus subsp. terebinthus","","http://aims.fao.org/aos/agrovoc/c_3e60e83d","","",""
"c_3e703e73","Erodium reichardii","","http://aims.fao.org/aos/agrovoc/c_3e703e73","","",""
"c_3e836769","Allium trachycoleum","","http://aims.fao.org/aos/agrovoc/c_3e836769","","",""
"c_3e9d18e8","渔业产品统计","","http://aims.fao.org/aos/agrovoc/c_3e9d18e8","","",""
"c_3e9d2205","Allium deciduum subsp. deciduum","","http://aims.fao.org/aos/agrovoc/c_3e9d2205","","",""
"c_3e9ea755","垂直切应力","","http://aims.fao.org/aos/agrovoc/c_3e9ea755","","",""
"c_3eb0cb04","农场资本","","http://aims.fao.org/aos/agrovoc/c_3eb0cb04","","",""
"c_3eb20052","无人驾驶飞行器","","http://aims.fao.org/aos/agrovoc/c_3eb20052","","",""
"c_3eba0b4a","健康膳食","","http://aims.fao.org/aos/agrovoc/c_3eba0b4a","","",""
"c_3eca66c4","混凝土，加强的－","","http://aims.fao.org/aos/agrovoc/c_3eca66c4","","",""
"c_3ecec9e4","化石组合","","http://aims.fao.org/aos/agrovoc/c_3ecec9e4","","",""
"c_3ed8e451","翼足类化石","","http://aims.fao.org/aos/agrovoc/c_3ed8e451","","",""
"c_3ee4f952","融雪","","http://aims.fao.org/aos/agrovoc/c_3ee4f952","","",""
"c_3ee6c048","全基因组关联作图","","http://aims.fao.org/aos/agrovoc/c_3ee6c048","","",""
"c_3eed2a66","Astragalus glycyphyllos","","http://aims.fao.org/aos/agrovoc/c_3eed2a66","","",""
"c_3eed395b","持久性","","http://aims.fao.org/aos/agrovoc/c_3eed395b","","",""
"c_3efe6f9c","Stenotrophomonas","","http://aims.fao.org/aos/agrovoc/c_3efe6f9c","","",""
"c_3f086566","脐带电缆","","http://aims.fao.org/aos/agrovoc/c_3f086566","","",""
"c_3f21001a","Apium graveolens var. secalinum","","http://aims.fao.org/aos/agrovoc/c_3f21001a","","",""
"c_3f2b6d3f","阻抗","","http://aims.fao.org/aos/agrovoc/c_3f2b6d3f","","",""
"c_3f4bc9ae","Allium cristophii","","http://aims.fao.org/aos/agrovoc/c_3f4bc9ae","","",""
"c_3f508a21","Elephas maximus","","http://aims.fao.org/aos/agrovoc/c_3f508a21","","",""
"c_3f519092","Forsythia europaea","","http://aims.fao.org/aos/agrovoc/c_3f519092","","",""
"c_3f55b7d6","土地测量","","http://aims.fao.org/aos/agrovoc/c_3f55b7d6","土地调查","",""
"c_3f6053c0","Acanthus dioscoridis","","http://aims.fao.org/aos/agrovoc/c_3f6053c0","","",""
"c_3f72d90c","Rutelinae","","http://aims.fao.org/aos/agrovoc/c_3f72d90c","","",""
"c_3f7af07a","Trifolium arvense","","http://aims.fao.org/aos/agrovoc/c_3f7af07a","","",""
"c_3f80b047","Malva cretica","","http://aims.fao.org/aos/agrovoc/c_3f80b047","","",""
"c_3f846a50","声纳换能器","","http://aims.fao.org/aos/agrovoc/c_3f846a50","","",""
"c_3f8f3921","Hirudo orientalis","","http://aims.fao.org/aos/agrovoc/c_3f8f3921","","",""
"c_3f923b46","钪","","http://aims.fao.org/aos/agrovoc/c_3f923b46","Sc(元素)|钪元素","",""
"c_3f949340","围网渔船","","http://aims.fao.org/aos/agrovoc/c_3f949340","","",""
"c_3f955c90","Viola ermenekensis","","http://aims.fao.org/aos/agrovoc/c_3f955c90","","",""
"c_3fab03cb","声应答器","","http://aims.fao.org/aos/agrovoc/c_3fab03cb","","",""
"c_3fb2e453","Orobanche arenaria","","http://aims.fao.org/aos/agrovoc/c_3fb2e453","","",""
"c_3fb84478","水生产率","","http://aims.fao.org/aos/agrovoc/c_3fb84478","","",""
"c_3fb8f437","Berberis thunbergii","","http://aims.fao.org/aos/agrovoc/c_3fb8f437","","",""
"c_3fba1536","土壤骨架","","http://aims.fao.org/aos/agrovoc/c_3fba1536","","",""
"c_3fe11a05","Chrysomphalus pinnulifer","","http://aims.fao.org/aos/agrovoc/c_3fe11a05","","",""
"c_3ff558b6","Triaspis thoracica","","http://aims.fao.org/aos/agrovoc/c_3ff558b6","","",""
"c_3ff91433","Crocus wattiorum","","http://aims.fao.org/aos/agrovoc/c_3ff91433","","",""
"c_3ffdcd33","Knemidokoptes","","http://aims.fao.org/aos/agrovoc/c_3ffdcd33","","",""
"c_4","蕉麻","","http://aims.fao.org/aos/agrovoc/c_4","马尼拉麻","",""
"c_40","杰勒德金合欢","","http://aims.fao.org/aos/agrovoc/c_40","","",""
"c_400","安第斯集团","","http://aims.fao.org/aos/agrovoc/c_400","卡塔赫纳协定|安第斯共同市场","",""
"c_40000","大胸水狼脂鲤","","http://aims.fao.org/aos/agrovoc/c_40000","","",""
"c_40001","亚马孙河针牙脂鲤","","http://aims.fao.org/aos/agrovoc/c_40001","","",""
"c_40002","电鳗目","","http://aims.fao.org/aos/agrovoc/c_40002","","",""
"c_40003","大吻电鳗科","","http://aims.fao.org/aos/agrovoc/c_40003","","",""
"c_40004","哈恩氏大吻电鳗","","http://aims.fao.org/aos/agrovoc/c_40004","","",""
"c_40005","南美裸吻电鳗","","http://aims.fao.org/aos/agrovoc/c_40005","","",""
"c_40006","裸背电鳗科","","http://aims.fao.org/aos/agrovoc/c_40006","","",""
"c_40007","Oedemognathus exodon","","http://aims.fao.org/aos/agrovoc/c_40007","","",""
"c_40008","圭亚那裸背电鳗","","http://aims.fao.org/aos/agrovoc/c_40008","","",""
"c_40009","电鳗科","","http://aims.fao.org/aos/agrovoc/c_40009","","",""
"c_40010","电鳗","","http://aims.fao.org/aos/agrovoc/c_40010","","",""
"c_40011","线翎电鳗科","","http://aims.fao.org/aos/agrovoc/c_40011","","",""
"c_40012","鲸眼无齿翎电鳗","","http://aims.fao.org/aos/agrovoc/c_40012","","",""
"c_40013","线翎电鳗","","http://aims.fao.org/aos/agrovoc/c_40013","","",""
"c_40014","小吻翎电鳗","","http://aims.fao.org/aos/agrovoc/c_40014","","",""
"c_40015","裸头马氏鳍电鳗","","http://aims.fao.org/aos/agrovoc/c_40015","","",""
"c_40016","大颌翎电鳗","","http://aims.fao.org/aos/agrovoc/c_40016","","",""
"c_40017","巴西直胸电鳗","","http://aims.fao.org/aos/agrovoc/c_40017","","",""
"c_40018","大口扁尾翎电鳗","","http://aims.fao.org/aos/agrovoc/c_40018","","",""
"c_40019","华美头孔电鳗","","http://aims.fao.org/aos/agrovoc/c_40019","","",""
"c_40020","弯盖小胸电鳗","","http://aims.fao.org/aos/agrovoc/c_40020","","",""
"c_40021","宽胸翎电鳗","","http://aims.fao.org/aos/agrovoc/c_40021","","",""
"c_40022","密勒氏胸钩电鳗","","http://aims.fao.org/aos/agrovoc/c_40022","","",""
"c_40023","弯吻胸啄电鳗","","http://aims.fao.org/aos/agrovoc/c_40023","","",""
"c_40024","哥伦比亚翎电鳗","","http://aims.fao.org/aos/agrovoc/c_40024","","",""
"c_40025","短吻电鳗科","","http://aims.fao.org/aos/agrovoc/c_40025","","",""
"c_40026","委内瑞拉短身电鳗","","http://aims.fao.org/aos/agrovoc/c_40026","","",""
"c_40027","南美短吻电鳗","","http://aims.fao.org/aos/agrovoc/c_40027","","",""
"c_40028","圭亚那下臀电鳗","","http://aims.fao.org/aos/agrovoc/c_40028","","",""
"c_40029","双线真小胸电鳗","","http://aims.fao.org/aos/agrovoc/c_40029","","",""
"c_40030","亚马孙河雷电鳗","","http://aims.fao.org/aos/agrovoc/c_40030","","",""
"c_40031","花斑脂颊电鳗","","http://aims.fao.org/aos/agrovoc/c_40031","","",""
"c_40032","线鳍电鳗科","","http://aims.fao.org/aos/agrovoc/c_40032","","",""
"c_40033","巴西喉电鳗","","http://aims.fao.org/aos/agrovoc/c_40033","","",""
"c_40034","锥吻圆电鳗","","http://aims.fao.org/aos/agrovoc/c_40034","","",""
"c_40035","亨堡埃氏电鳗","","http://aims.fao.org/aos/agrovoc/c_40035","","",""
"c_40036","青色埃氏电鳗","","http://aims.fao.org/aos/agrovoc/c_40036","","",""
"c_40037","头孔棒电鳗","","http://aims.fao.org/aos/agrovoc/c_40037","","",""
"c_40038","鞍斑线鳍电鳗","","http://aims.fao.org/aos/agrovoc/c_40038","","",""
"c_40039","大尾线鳍电鳗","","http://aims.fao.org/aos/agrovoc/c_40039","","",""
"c_40040","鲤形目","","http://aims.fao.org/aos/agrovoc/c_40040","","",""
"c_40041","亚口鱼科","","http://aims.fao.org/aos/agrovoc/c_40041","","",""
"c_40042","长背亚口鱼","","http://aims.fao.org/aos/agrovoc/c_40042","","",""
"c_40043","Deltistes luxatus","","http://aims.fao.org/aos/agrovoc/c_40043","","",""
"c_40044","Catostomus catostomus","","http://aims.fao.org/aos/agrovoc/c_40044","","",""
"c_40046","偏翼亚口鱼","","http://aims.fao.org/aos/agrovoc/c_40046","","",""
"c_40047","大鳞亚口鱼","","http://aims.fao.org/aos/agrovoc/c_40047","","",""
"c_40048","塔霍湖亚口鱼","","http://aims.fao.org/aos/agrovoc/c_40048","","",""
"c_40049","Moxostoma congestum","","http://aims.fao.org/aos/agrovoc/c_40049","","",""
"c_40050","Moxostoma erythrurum","","http://aims.fao.org/aos/agrovoc/c_40050","","",""
"c_40051","Moxostoma macrolepidotum","","http://aims.fao.org/aos/agrovoc/c_40051","","",""
"c_40052","Lagochila lacera","","http://aims.fao.org/aos/agrovoc/c_40052","","",""
"c_40054","Ictiobus cyprinellus","","http://aims.fao.org/aos/agrovoc/c_40054","","",""
"c_40056","胭脂鱼","","http://aims.fao.org/aos/agrovoc/c_40056","","",""
"c_40057","Carpiodes carpio","","http://aims.fao.org/aos/agrovoc/c_40057","","",""
"c_40058","Xyrauchen texanus","","http://aims.fao.org/aos/agrovoc/c_40058","","",""
"c_40059","丘裂鳍亚口鱼","","http://aims.fao.org/aos/agrovoc/c_40059","","",""
"c_40059f89","金枪鱼渔业","","http://aims.fao.org/aos/agrovoc/c_40059f89","","",""
"c_40060","Minytrema melanops","","http://aims.fao.org/aos/agrovoc/c_40060","","",""
"c_40061","北美吸口鱼","","http://aims.fao.org/aos/agrovoc/c_40061","","",""
"c_40062","北方黑猪鱼","","http://aims.fao.org/aos/agrovoc/c_40062","黑叶唇亚口鱼","",""
"c_40064","鲤科","","http://aims.fao.org/aos/agrovoc/c_40064","","",""
"c_40067","欧鳊","","http://aims.fao.org/aos/agrovoc/c_40067","","",""
"c_40070","曲鲤属","","http://aims.fao.org/aos/agrovoc/c_40070","","",""
"c_40071","棒花鱼","","http://aims.fao.org/aos/agrovoc/c_40071","","",""
"c_40072","Acanthalburnus microlepis","","http://aims.fao.org/aos/agrovoc/c_40072","","",""
"c_40073","Tinca tinca","","http://aims.fao.org/aos/agrovoc/c_40073","","",""
"c_40074","坦噶尼喀鲃","","http://aims.fao.org/aos/agrovoc/c_40074","","",""
"c_40075","欧白鱼","","http://aims.fao.org/aos/agrovoc/c_40075","","",""
"c_40076","光欧白鱼","","http://aims.fao.org/aos/agrovoc/c_40076","","",""
"c_40077","鲃","","http://aims.fao.org/aos/agrovoc/c_40077","","",""
"c_40078","南方鲃","","http://aims.fao.org/aos/agrovoc/c_40078","","",""
"c_40079","类犬魮","","http://aims.fao.org/aos/agrovoc/c_40079","","",""
"c_40080","小口魮","","http://aims.fao.org/aos/agrovoc/c_40080","","",""
"c_40081","岬魮","","http://aims.fao.org/aos/agrovoc/c_40081","","",""
"c_40082","Barbus graellsii","","http://aims.fao.org/aos/agrovoc/c_40082","","",""
"c_40083","哈斯氏鲃","","http://aims.fao.org/aos/agrovoc/c_40083","","",""
"c_40084","点鳞鲃","","http://aims.fao.org/aos/agrovoc/c_40084","","",""
"c_40085","约氏魮","","http://aims.fao.org/aos/agrovoc/c_40085","","",""
"c_40086","阔带鲃","","http://aims.fao.org/aos/agrovoc/c_40086","","",""
"c_40087","纽万氏鲃","","http://aims.fao.org/aos/agrovoc/c_40087","","",""
"c_40088","长头鲃","","http://aims.fao.org/aos/agrovoc/c_40088","","",""
"c_40089","凡鲃","","http://aims.fao.org/aos/agrovoc/c_40089","","",""
"c_40090","斯克莱氏魮","","http://aims.fao.org/aos/agrovoc/c_40090","","",""
"c_40091","高臀鲃","","http://aims.fao.org/aos/agrovoc/c_40091","","",""
"c_40092","高背鲃","","http://aims.fao.org/aos/agrovoc/c_40092","","",""
"c_40093","宾氏鲃","","http://aims.fao.org/aos/agrovoc/c_40093","","",""
"c_40094","卡伦鲃","","http://aims.fao.org/aos/agrovoc/c_40094","","",""
"c_40095","阔嘴鲃","","http://aims.fao.org/aos/agrovoc/c_40095","","",""
"c_40096","侧点鲃","","http://aims.fao.org/aos/agrovoc/c_40096","","",""
"c_40097","无纹鲃","","http://aims.fao.org/aos/agrovoc/c_40097","","",""
"c_40098","直鳍鲃","","http://aims.fao.org/aos/agrovoc/c_40098","","",""
"c_40099","佩林斯鲃","","http://aims.fao.org/aos/agrovoc/c_40099","","",""
"c_401","安第斯山脉地区","","http://aims.fao.org/aos/agrovoc/c_401","安第斯山脉|安第斯山脉地带","",""
"c_40100","马图氏鲃","","http://aims.fao.org/aos/agrovoc/c_40100","","",""
"c_40101","大鳞黄魮","","http://aims.fao.org/aos/agrovoc/c_40101","","",""
"c_40102","三斑鲃","","http://aims.fao.org/aos/agrovoc/c_40102","","",""
"c_40103","弯鳞鲃","","http://aims.fao.org/aos/agrovoc/c_40103","","",""
"c_40104","Chondrostoma nasus","","http://aims.fao.org/aos/agrovoc/c_40104","","",""
"c_40105","法国软口鱼","","http://aims.fao.org/aos/agrovoc/c_40105","","",""
"c_40106","细鳞软口鱼","","http://aims.fao.org/aos/agrovoc/c_40106","","",""
"c_40107","意大利软口鱼","","http://aims.fao.org/aos/agrovoc/c_40107","","",""
"c_40108","Chondrostoma genei","","http://aims.fao.org/aos/agrovoc/c_40108","","",""
"c_40109","金腹美石鱥","","http://aims.fao.org/aos/agrovoc/c_40109","","",""
"c_40110","黑鲫","","http://aims.fao.org/aos/agrovoc/c_40110","","",""
"c_40112","高身鲫","","http://aims.fao.org/aos/agrovoc/c_40112","","",""
"c_40113","鮈","","http://aims.fao.org/aos/agrovoc/c_40113","","",""
"c_40114","Gobio albipinnatus","","http://aims.fao.org/aos/agrovoc/c_40114","","",""
"c_40116","湖拟鲤","","http://aims.fao.org/aos/agrovoc/c_40116","","",""
"c_40117","弗氏拟鲤","","http://aims.fao.org/aos/agrovoc/c_40117","","",""
"c_40118","亚得里亚拟鲤","","http://aims.fao.org/aos/agrovoc/c_40118","","",""
"c_40119","似鯿拟鲤","","http://aims.fao.org/aos/agrovoc/c_40119","","",""
"c_40121","红眼鱼","","http://aims.fao.org/aos/agrovoc/c_40121","","",""
"c_40123","高体雅罗鱼","","http://aims.fao.org/aos/agrovoc/c_40123","","",""
"c_40124","Leuciscus cephaloides","","http://aims.fao.org/aos/agrovoc/c_40124","","",""
"c_40125","雅罗鱼","","http://aims.fao.org/aos/agrovoc/c_40125","","",""
"c_40126","卡林雅罗鱼","","http://aims.fao.org/aos/agrovoc/c_40126","","",""
"c_40127","Leuciscus cephalus","","http://aims.fao.org/aos/agrovoc/c_40127","雅罗鱼","",""
"c_40128","多鳞雅罗鱼","","http://aims.fao.org/aos/agrovoc/c_40128","","",""
"c_40129","核雅罗鱼","","http://aims.fao.org/aos/agrovoc/c_40129","","",""
"c_40130","Leuciscus souffia","","http://aims.fao.org/aos/agrovoc/c_40130","","",""
"c_40132","苦味鳑鲏","","http://aims.fao.org/aos/agrovoc/c_40132","","",""
"c_40133","高体鳑鲏","","http://aims.fao.org/aos/agrovoc/c_40133","","",""
"c_40134","黑龙江鳑鲏","","http://aims.fao.org/aos/agrovoc/c_40134","","",""
"c_40135","Tribolodon taczanowskii","","http://aims.fao.org/aos/agrovoc/c_40135","","",""
"c_40137","安格拉野鲮","","http://aims.fao.org/aos/agrovoc/c_40137","","",""
"c_40138","阿里野鲮","","http://aims.fao.org/aos/agrovoc/c_40138","","",""
"c_40139","巴塔野鲮","","http://aims.fao.org/aos/agrovoc/c_40139","","",""
"c_40140","波加野鲮","","http://aims.fao.org/aos/agrovoc/c_40140","","",""
"c_40141","蓝野鲮","","http://aims.fao.org/aos/agrovoc/c_40141","","",""
