code,label_fr,definition_fr,note,concept,all_alternative_fr
c_42090,Plectrypops lima,,,http://aims.fao.org/aos/agrovoc/c_42090,
c_42091,Pristilepis oligolepis,,,http://aims.fao.org/aos/agrovoc/c_42091,
c_42092,Sargocentron caudimaculatum,,,http://aims.fao.org/aos/agrovoc/c_42092,
c_42093,Adioryx hastatus,,,http://aims.fao.org/aos/agrovoc/c_42093,
c_42094,Holocentridae (16111XXXXX),,,http://aims.fao.org/aos/agrovoc/c_42094,
c_42095,Gibberichthyidae,,,http://aims.fao.org/aos/agrovoc/c_42095,
c_42096,Gibberichthys latifrons,,,http://aims.fao.org/aos/agrovoc/c_42096,
c_42097,Melamphaidae,,,http://aims.fao.org/aos/agrovoc/c_42097,
c_42098,Melamphaes acanthomus,,,http://aims.fao.org/aos/agrovoc/c_42098,
c_42099,Poromitra crassiceps,,,http://aims.fao.org/aos/agrovoc/c_42099,
c_421,morphologie animale,,,http://aims.fao.org/aos/agrovoc/c_421,
c_4210,Lasiurus,,,http://aims.fao.org/aos/agrovoc/c_4210,
c_42100,Scopeloberyx microlepis,,,http://aims.fao.org/aos/agrovoc/c_42100,
c_42101,Scopelogadus beanii,,,http://aims.fao.org/aos/agrovoc/c_42101,
c_42102,Sio nordenskjoeldii,,,http://aims.fao.org/aos/agrovoc/c_42102,
c_42103,Anoplogasteridae,,,http://aims.fao.org/aos/agrovoc/c_42103,
c_42104,Anoplogaster cornuta,,,http://aims.fao.org/aos/agrovoc/c_42104,
c_42105,Stephanoberycidae,,,http://aims.fao.org/aos/agrovoc/c_42105,
c_42106,Acanthochaenus lutkeni,,,http://aims.fao.org/aos/agrovoc/c_42106,
c_42107,Hispidoberycidae,,,http://aims.fao.org/aos/agrovoc/c_42107,
c_42108,Hispidoberyx ambagiosus,,,http://aims.fao.org/aos/agrovoc/c_42108,
c_4211,Lasiurus hirsutus,,,http://aims.fao.org/aos/agrovoc/c_4211,Elyonurus hirsutus
c_42110,Zeidae,,,http://aims.fao.org/aos/agrovoc/c_42110,
c_42111,Zeus faber,,,http://aims.fao.org/aos/agrovoc/c_42111,
c_42112,Zeus capensis,,,http://aims.fao.org/aos/agrovoc/c_42112,
c_42113,Zenopsis conchifer,,,http://aims.fao.org/aos/agrovoc/c_42113,
c_42114,Zenopsis nebulosus,,,http://aims.fao.org/aos/agrovoc/c_42114,
c_42115,Capromimus abbreviatus,,,http://aims.fao.org/aos/agrovoc/c_42115,
c_42116,Cyttomimus affinis,,,http://aims.fao.org/aos/agrovoc/c_42116,
c_42117,Cyttopsis cypho,,,http://aims.fao.org/aos/agrovoc/c_42117,
c_42118,Cyttus novaezealandiae,,,http://aims.fao.org/aos/agrovoc/c_42118,
c_42119,Zeidae (16201XXXXX),,,http://aims.fao.org/aos/agrovoc/c_42119,
c_4212,Lasius,,,http://aims.fao.org/aos/agrovoc/c_4212,
c_42120,Grammicolepididae,,,http://aims.fao.org/aos/agrovoc/c_42120,
c_42121,Grammicolepis brachiusculus,,,http://aims.fao.org/aos/agrovoc/c_42121,
c_42122,Xenolepidichthys dalgleishi,,,http://aims.fao.org/aos/agrovoc/c_42122,
c_42123,Caproidae,,,http://aims.fao.org/aos/agrovoc/c_42123,
c_42124,Capros aper,,,http://aims.fao.org/aos/agrovoc/c_42124,
c_42125,Antigonia capros,,,http://aims.fao.org/aos/agrovoc/c_42125,
c_42126,Antigonia malayana,,,http://aims.fao.org/aos/agrovoc/c_42126,
c_42127,Caproidae (16203XXXXX),,,http://aims.fao.org/aos/agrovoc/c_42127,
c_42128,Oreosomatidae,,,http://aims.fao.org/aos/agrovoc/c_42128,
c_42129,Neocyttus helgae,,,http://aims.fao.org/aos/agrovoc/c_42129,
c_4213,Lateolabrax,,,http://aims.fao.org/aos/agrovoc/c_4213,
c_42130,Pseudocyttus maculatus,,,http://aims.fao.org/aos/agrovoc/c_42130,
c_42131,Oreosoma atlanticum,,,http://aims.fao.org/aos/agrovoc/c_42131,
c_42132,Allocyttus niger,,,http://aims.fao.org/aos/agrovoc/c_42132,
c_42133,Allocyttus verrucosus,,,http://aims.fao.org/aos/agrovoc/c_42133,
c_42134,Oreosomatidae (16204XXXXX),,,http://aims.fao.org/aos/agrovoc/c_42134,
c_42135,Parazenidae,,,http://aims.fao.org/aos/agrovoc/c_42135,
c_42136,Parazen pacificus,,,http://aims.fao.org/aos/agrovoc/c_42136,
c_42137,Macrurocyttidae,,,http://aims.fao.org/aos/agrovoc/c_42137,
c_42138,Cyttula macropus,,,http://aims.fao.org/aos/agrovoc/c_42138,
c_42139,Zenion japonicum,,,http://aims.fao.org/aos/agrovoc/c_42139,
c_4214,latex,,,http://aims.fao.org/aos/agrovoc/c_4214,
c_42140,Atheriniformes,,,http://aims.fao.org/aos/agrovoc/c_42140,
c_42141,Phallostethidae,,,http://aims.fao.org/aos/agrovoc/c_42141,
c_42142,Gulaphallus bikolanus,,,http://aims.fao.org/aos/agrovoc/c_42142,
c_42143,Neostethus amaricola,,,http://aims.fao.org/aos/agrovoc/c_42143,
c_42144,Phallostethus dunckeri,,,http://aims.fao.org/aos/agrovoc/c_42144,
c_42145,Phenacostethus posthon,,,http://aims.fao.org/aos/agrovoc/c_42145,
c_42146,Atherinidae,,,http://aims.fao.org/aos/agrovoc/c_42146,
c_42147,Atherinella argentea,,,http://aims.fao.org/aos/agrovoc/c_42147,
c_42148,Odontesthes regia,,,http://aims.fao.org/aos/agrovoc/c_42148,
c_42149,Odontesthes bonariensis,,,http://aims.fao.org/aos/agrovoc/c_42149,
c_4215,Lathraea,,,http://aims.fao.org/aos/agrovoc/c_4215,
c_42150,Atherina boyeri,,,http://aims.fao.org/aos/agrovoc/c_42150,
c_42151,Atherina hepsetus,,,http://aims.fao.org/aos/agrovoc/c_42151,
c_42152,Atherina presbyter,,,http://aims.fao.org/aos/agrovoc/c_42152,
c_42153,Atherina breviceps,,,http://aims.fao.org/aos/agrovoc/c_42153,
c_42154,Atherinomorus balabacensis,,,http://aims.fao.org/aos/agrovoc/c_42154,
c_42155,Atherinops affinis,,,http://aims.fao.org/aos/agrovoc/c_42155,
c_42156,Chirostoma estor,,,http://aims.fao.org/aos/agrovoc/c_42156,
c_42157,Chirostoma grandocule,,,http://aims.fao.org/aos/agrovoc/c_42157,
c_42158,Atherion africanus,,,http://aims.fao.org/aos/agrovoc/c_42158,
c_42159,Eurystole eriarcha,,,http://aims.fao.org/aos/agrovoc/c_42159,
c_4216,Lathyrus,,,http://aims.fao.org/aos/agrovoc/c_4216,
c_42160,Coleotropis blackburni,,,http://aims.fao.org/aos/agrovoc/c_42160,
c_42161,Leuresthes sardina,,,http://aims.fao.org/aos/agrovoc/c_42161,
c_42162,Colpichthys hubbsi,,,http://aims.fao.org/aos/agrovoc/c_42162,
c_42163,Menidia beryllina,,,http://aims.fao.org/aos/agrovoc/c_42163,
c_42164,Menidia menidia,,,http://aims.fao.org/aos/agrovoc/c_42164,
c_42165,Craterocephalus capreoli,,,http://aims.fao.org/aos/agrovoc/c_42165,
c_42166,Basilichthys australis,,,http://aims.fao.org/aos/agrovoc/c_42166,
c_42167,Basilichthys microlepidotus,,,http://aims.fao.org/aos/agrovoc/c_42167,
c_42168,Melaniris pachylepis,,,http://aims.fao.org/aos/agrovoc/c_42168,
c_42169,Melanorhinus cyanellus,,,http://aims.fao.org/aos/agrovoc/c_42169,
c_4217,Lathyrus ochrus,,,http://aims.fao.org/aos/agrovoc/c_4217,
c_42170,Atherinosoma wallacei,,,http://aims.fao.org/aos/agrovoc/c_42170,
c_42171,Membras analis,,,http://aims.fao.org/aos/agrovoc/c_42171,
c_42172,Poblana alchichica,,,http://aims.fao.org/aos/agrovoc/c_42172,
c_42173,Stenatherina panatela,,,http://aims.fao.org/aos/agrovoc/c_42173,
c_42174,Hypoatherina barnesi,,,http://aims.fao.org/aos/agrovoc/c_42174,
c_42175,Labidesthes sicculus,,,http://aims.fao.org/aos/agrovoc/c_42175,
c_42176,Atherinopsis californiensis,,,http://aims.fao.org/aos/agrovoc/c_42176,
c_42177,Teramulus kieneri,,,http://aims.fao.org/aos/agrovoc/c_42177,
c_42178,Atherinidae (16302XXXXX),,,http://aims.fao.org/aos/agrovoc/c_42178,
c_42179,Bedotiidae,,,http://aims.fao.org/aos/agrovoc/c_42179,
c_4218,Lathyrus sativus,,,http://aims.fao.org/aos/agrovoc/c_4218,lentille d'espagne|gesse commune
c_42180,Bedotia geayi,,,http://aims.fao.org/aos/agrovoc/c_42180,
c_42181,Rheocles alaotrensis,,,http://aims.fao.org/aos/agrovoc/c_42181,
c_42182,Melanotaeniidae,,,http://aims.fao.org/aos/agrovoc/c_42182,
c_42183,Cairnsichthys rhombosomoides,,,http://aims.fao.org/aos/agrovoc/c_42183,
c_42184,Chilatherina axelrodi,,,http://aims.fao.org/aos/agrovoc/c_42184,
c_42185,Glossolepis incisus,,,http://aims.fao.org/aos/agrovoc/c_42185,
c_42186,Iriatherina werneri,,,http://aims.fao.org/aos/agrovoc/c_42186,
c_42187,Melanotaenia affinis,,,http://aims.fao.org/aos/agrovoc/c_42187,
c_42188,Rhadinocentrus ornatus,,,http://aims.fao.org/aos/agrovoc/c_42188,
c_42189,Pseudomugilidae,,,http://aims.fao.org/aos/agrovoc/c_42189,
c_4219,Lathyrus sylvestris,,,http://aims.fao.org/aos/agrovoc/c_4219,
c_42190,Kiunga ballochi,,,http://aims.fao.org/aos/agrovoc/c_42190,
c_42191,Pseudomugil connieae,,,http://aims.fao.org/aos/agrovoc/c_42191,
c_42192,Scaturiginichthys vermeilipinnis,,,http://aims.fao.org/aos/agrovoc/c_42192,
c_42193,Pseudomugilidae (16305XXXXX),,,http://aims.fao.org/aos/agrovoc/c_42193,
c_42194,Notocheiridae,,,http://aims.fao.org/aos/agrovoc/c_42194,
c_42195,Iso flosmaris,,,http://aims.fao.org/aos/agrovoc/c_42195,
c_42196,Notocheirus hubbsi,,,http://aims.fao.org/aos/agrovoc/c_42196,
c_42197,Telmatherinidae,,,http://aims.fao.org/aos/agrovoc/c_42197,
c_42198,Kalyptatherina helodes,,,http://aims.fao.org/aos/agrovoc/c_42198,
c_42199,Paratherina cyanea,,,http://aims.fao.org/aos/agrovoc/c_42199,
c_421e58aa,Adonis microcarpa,,,http://aims.fao.org/aos/agrovoc/c_421e58aa,
c_422,zoogénéticien,,,http://aims.fao.org/aos/agrovoc/c_422,
c_4220,Lathyrus tingitanus,,,http://aims.fao.org/aos/agrovoc/c_4220,
c_42200,Quirichthys stramineus,,,http://aims.fao.org/aos/agrovoc/c_42200,
c_42201,Telmatherina abendanoni,,,http://aims.fao.org/aos/agrovoc/c_42201,
c_42202,Tominanga aurea,,,http://aims.fao.org/aos/agrovoc/c_42202,
c_42203,Dentatherinidae,,,http://aims.fao.org/aos/agrovoc/c_42203,
c_42204,Dentatherina merceri,,,http://aims.fao.org/aos/agrovoc/c_42204,
c_42205,Mugiliformes,,,http://aims.fao.org/aos/agrovoc/c_42205,
c_42206,Mugilidae,,,http://aims.fao.org/aos/agrovoc/c_42206,
c_42209,Mugil liza,,,http://aims.fao.org/aos/agrovoc/c_42209,
c_4221,Amérique latine,,,http://aims.fao.org/aos/agrovoc/c_4221,
c_42210,Mugil brasiliensis,,,http://aims.fao.org/aos/agrovoc/c_42210,
c_42211,Mugil curema,,,http://aims.fao.org/aos/agrovoc/c_42211,
c_42212,Mugil incilis,,,http://aims.fao.org/aos/agrovoc/c_42212,
c_42213,Mugil rammelsbergii,,,http://aims.fao.org/aos/agrovoc/c_42213,
c_42214,Mugil trichodon,,,http://aims.fao.org/aos/agrovoc/c_42214,
c_42215,Mugil soiuy,,,http://aims.fao.org/aos/agrovoc/c_42215,
c_42216,Mugil capurrii,,,http://aims.fao.org/aos/agrovoc/c_42216,
c_42218,Chelon bispinosus,,,http://aims.fao.org/aos/agrovoc/c_42218,
c_42219,Chelon labrosus,,,http://aims.fao.org/aos/agrovoc/c_42219,
c_4222,latitude,,,http://aims.fao.org/aos/agrovoc/c_4222,
c_42220,Chelon persicus,,,http://aims.fao.org/aos/agrovoc/c_42220,
c_42221,Aldrichetta forsteri,,,http://aims.fao.org/aos/agrovoc/c_42221,
c_42222,Agonostomus telfairii,,,http://aims.fao.org/aos/agrovoc/c_42222,
c_42223,Agonostomus monticola,,,http://aims.fao.org/aos/agrovoc/c_42223,
c_42224,Cestraeus oxyrhynchus,,,http://aims.fao.org/aos/agrovoc/c_42224,
c_42225,Joturus pichardi,,,http://aims.fao.org/aos/agrovoc/c_42225,
c_42226,Crenimugil heterocheilus,,,http://aims.fao.org/aos/agrovoc/c_42226,
c_42229,Liza ramada,,,http://aims.fao.org/aos/agrovoc/c_42229,
c_4223,Latium,,,http://aims.fao.org/aos/agrovoc/c_4223,
c_42230,Liza aurata,,,http://aims.fao.org/aos/agrovoc/c_42230,
c_42231,Liza richardsonii,,,http://aims.fao.org/aos/agrovoc/c_42231,
c_42232,Liza tricuspidens,,,http://aims.fao.org/aos/agrovoc/c_42232,
c_42233,Liza saliens,,,http://aims.fao.org/aos/agrovoc/c_42233,
c_42234,Liza parsia,,,http://aims.fao.org/aos/agrovoc/c_42234,
c_42235,Liza tade,,,http://aims.fao.org/aos/agrovoc/c_42235,
c_42236,Liza macrolepis,,,http://aims.fao.org/aos/agrovoc/c_42236,
c_42237,Liza dumerili,,,http://aims.fao.org/aos/agrovoc/c_42237,
c_42238,Liza vaigiensis,,,http://aims.fao.org/aos/agrovoc/c_42238,
c_4224,Latvijskaja SSR,,Partie de l'URSS jusqu'à 1991; utiliser pour les documents traitant de cette région avant le changement de statut; après utiliser <12103>,http://aims.fao.org/aos/agrovoc/c_4224,
c_42240,Moolgarda pedaraki,,,http://aims.fao.org/aos/agrovoc/c_42240,
c_42241,Chaenomugil proboscideus,,,http://aims.fao.org/aos/agrovoc/c_42241,
c_42242,Myxus elongatus,,,http://aims.fao.org/aos/agrovoc/c_42242,
c_42243,Neomyxus leuciscus,,,http://aims.fao.org/aos/agrovoc/c_42243,
c_42244,Oedalechilus labeo,,,http://aims.fao.org/aos/agrovoc/c_42244,
c_42245,Valamugil cunnesius,,,http://aims.fao.org/aos/agrovoc/c_42245,
c_42246,Valamugil seheli,,,http://aims.fao.org/aos/agrovoc/c_42246,
c_42247,Valamugil speigleri,,,http://aims.fao.org/aos/agrovoc/c_42247,
c_42248,Sicamugil hamiltonii,,,http://aims.fao.org/aos/agrovoc/c_42248,
c_42249,Xenomugil thoburni,,,http://aims.fao.org/aos/agrovoc/c_42249,
c_4224dfde,Viola yuzufelensis,,,http://aims.fao.org/aos/agrovoc/c_4224dfde,
c_4225,Lauraceae,,,http://aims.fao.org/aos/agrovoc/c_4225,
c_42250,Rhinomugil corsula,,,http://aims.fao.org/aos/agrovoc/c_42250,
c_42251,Mugilidae (16501XXXXX),,,http://aims.fao.org/aos/agrovoc/c_42251,
c_42252,Synbranchiformes,,,http://aims.fao.org/aos/agrovoc/c_42252,
c_42253,Synbranchidae,,,http://aims.fao.org/aos/agrovoc/c_42253,
c_42254,Monopterus albus,,,http://aims.fao.org/aos/agrovoc/c_42254,
c_42255,Ophisternon aenigmaticum,,,http://aims.fao.org/aos/agrovoc/c_42255,
c_42256,Synbranchus marmoratus,,,http://aims.fao.org/aos/agrovoc/c_42256,
c_42257,Mastacembelidae,,,http://aims.fao.org/aos/agrovoc/c_42257,
c_42258,Aethiomastacembelus sexdecimspinus,,,http://aims.fao.org/aos/agrovoc/c_42258,
c_42259,Afromastacembelus flavidus,,,http://aims.fao.org/aos/agrovoc/c_42259,
c_4226,acide laurique,,,http://aims.fao.org/aos/agrovoc/c_4226,acide dodécanoïque
c_42260,Caecomastacembelus aviceps,,,http://aims.fao.org/aos/agrovoc/c_42260,
c_42261,Macrognathus aculeatus,,,http://aims.fao.org/aos/agrovoc/c_42261,
c_42262,Mastacembelus dayi,,,http://aims.fao.org/aos/agrovoc/c_42262,
c_42263,Chaudhuriidae,,,http://aims.fao.org/aos/agrovoc/c_42263,
c_42264,Chaudhuria caudata,,,http://aims.fao.org/aos/agrovoc/c_42264,
c_42265,Chendol keelini,,,http://aims.fao.org/aos/agrovoc/c_42265,
c_42266,Nagaichthys filipes,,,http://aims.fao.org/aos/agrovoc/c_42266,
c_42267,Bihunichthys monopteroides,,,http://aims.fao.org/aos/agrovoc/c_42267,
c_42268,Pillaia khajuriai,,,http://aims.fao.org/aos/agrovoc/c_42268,
c_4227,Laurus nobilis,,,http://aims.fao.org/aos/agrovoc/c_4227,
c_42271,Caesionidae,,,http://aims.fao.org/aos/agrovoc/c_42271,
c_42272,Dipterygonotus balteatus,,,http://aims.fao.org/aos/agrovoc/c_42272,
c_42273,Gymnocaesio gymnoptera,,,http://aims.fao.org/aos/agrovoc/c_42273,
c_42274,Pterocaesio chrysozona,,,http://aims.fao.org/aos/agrovoc/c_42274,
c_42275,Pterocaesio digramma,,,http://aims.fao.org/aos/agrovoc/c_42275,
c_42276,Pterocaesio pisang,,,http://aims.fao.org/aos/agrovoc/c_42276,
c_42277,Pterocaesio tessellata,,,http://aims.fao.org/aos/agrovoc/c_42277,
c_42279,Caesio caerulaurea,,,http://aims.fao.org/aos/agrovoc/c_42279,
c_4228,Lavandula,,,http://aims.fao.org/aos/agrovoc/c_4228,lavande
c_42280,Caesio cuning,,,http://aims.fao.org/aos/agrovoc/c_42280,
c_42281,Caesio varilineata,,,http://aims.fao.org/aos/agrovoc/c_42281,
c_42283,Centropomidae,,,http://aims.fao.org/aos/agrovoc/c_42283,
c_42285,Centropomus unionensis,,,http://aims.fao.org/aos/agrovoc/c_42285,
c_42286,Centropomus armatus,,,http://aims.fao.org/aos/agrovoc/c_42286,
c_42287,Centropomus ensiferus,,,http://aims.fao.org/aos/agrovoc/c_42287,
c_42288,Centropomus medius,,,http://aims.fao.org/aos/agrovoc/c_42288,
c_42289,Centropomus nigrescens,,,http://aims.fao.org/aos/agrovoc/c_42289,
c_4229,droit de la mer,,Lois nationales ou internationales concernant la mer et ses ressources,http://aims.fao.org/aos/agrovoc/c_4229,
c_42290,Centropomus parallelus,,,http://aims.fao.org/aos/agrovoc/c_42290,
c_42291,Centropomus pectinatus,,,http://aims.fao.org/aos/agrovoc/c_42291,
c_42292,Centropomus robalito,,,http://aims.fao.org/aos/agrovoc/c_42292,
c_42293,Centropomus undecimalis,,,http://aims.fao.org/aos/agrovoc/c_42293,
c_42297,Lates angustifrons,,,http://aims.fao.org/aos/agrovoc/c_42297,
c_42298,Lates macrophthalmus,,,http://aims.fao.org/aos/agrovoc/c_42298,
c_42299,Lates mariae,,,http://aims.fao.org/aos/agrovoc/c_42299,
c_423,amélioration des animaux,,Amélioration contrôlée pour des caractères choisis,http://aims.fao.org/aos/agrovoc/c_423,
c_4230,Graminée à gazon,,,http://aims.fao.org/aos/agrovoc/c_4230,
c_42300,Lates microlepis,,,http://aims.fao.org/aos/agrovoc/c_42300,
c_42303,Hypopterus macropterus,,,http://aims.fao.org/aos/agrovoc/c_42303,
c_42304,Psammoperca waigiensis,,,http://aims.fao.org/aos/agrovoc/c_42304,
c_42305,Serranidae,,,http://aims.fao.org/aos/agrovoc/c_42305,
c_42306,Aethaloperca rogaa,,,http://aims.fao.org/aos/agrovoc/c_42306,
c_42307,Anyperodon leucogrammicus,,,http://aims.fao.org/aos/agrovoc/c_42307,
c_42308,Aporops bilinearis,,,http://aims.fao.org/aos/agrovoc/c_42308,
c_42309,Aulacocephalus temmincki,,,http://aims.fao.org/aos/agrovoc/c_42309,
c_42310,Bathyanthias mexicanus,,,http://aims.fao.org/aos/agrovoc/c_42310,
c_42311,Belonoperca chabanaudi,,,http://aims.fao.org/aos/agrovoc/c_42311,
c_42312,Caesioperca lepidoptera,,,http://aims.fao.org/aos/agrovoc/c_42312,
c_42313,Caesioscorpis theagenes,,,http://aims.fao.org/aos/agrovoc/c_42313,
c_42314,Caprodon longimanus,,,http://aims.fao.org/aos/agrovoc/c_42314,
c_42315,Chelidoperca hirundinacea,,,http://aims.fao.org/aos/agrovoc/c_42315,
c_42316,Cratinus agassizii,,,http://aims.fao.org/aos/agrovoc/c_42316,
c_42317,Diploprion bifasciatum,,,http://aims.fao.org/aos/agrovoc/c_42317,
c_42318,Ellerkeldia jamesoni,,,http://aims.fao.org/aos/agrovoc/c_42318,
c_42319,Epinephelides armatus,,,http://aims.fao.org/aos/agrovoc/c_42319,
c_4232,sol stratifié,,,http://aims.fao.org/aos/agrovoc/c_4232,
c_42321,Mycteroperca bonaci,,,http://aims.fao.org/aos/agrovoc/c_42321,
c_42322,Mycteroperca acutirostris,,,http://aims.fao.org/aos/agrovoc/c_42322,
c_42323,Mycteroperca jordani,,,http://aims.fao.org/aos/agrovoc/c_42323,
c_42324,Mycteroperca microlepis,,,http://aims.fao.org/aos/agrovoc/c_42324,
c_42325,Mycteroperca cidi,,,http://aims.fao.org/aos/agrovoc/c_42325,
c_42326,Mycteroperca phenax,,,http://aims.fao.org/aos/agrovoc/c_42326,
c_42327,Mycteroperca rubra,,,http://aims.fao.org/aos/agrovoc/c_42327,
c_42328,Mycteroperca tigris,,,http://aims.fao.org/aos/agrovoc/c_42328,
c_42329,Mycteroperca venenosa,,,http://aims.fao.org/aos/agrovoc/c_42329,
c_4233,marcottage,,,http://aims.fao.org/aos/agrovoc/c_4233,couchage (de tiges)
c_42330,Mycteroperca xenarcha,,,http://aims.fao.org/aos/agrovoc/c_42330,
c_42331,Mycteroperca fusca,,,http://aims.fao.org/aos/agrovoc/c_42331,
c_42332,Mycteroperca interstitialis,,,http://aims.fao.org/aos/agrovoc/c_42332,
c_42333,Mycteroperca rosacea,,,http://aims.fao.org/aos/agrovoc/c_42333,
c_42336,Epinephelus marginatus,,,http://aims.fao.org/aos/agrovoc/c_42336,
c_42337,Epinephelus aeneus,,,http://aims.fao.org/aos/agrovoc/c_42337,
c_42338,Epinephelus undulosus,,,http://aims.fao.org/aos/agrovoc/c_42338,
c_42339,Epinephelus akaara,,,http://aims.fao.org/aos/agrovoc/c_42339,
c_4234,performance de ponte,,,http://aims.fao.org/aos/agrovoc/c_4234,
c_42340,Epinephelus diacanthus,,,http://aims.fao.org/aos/agrovoc/c_42340,
c_42341,Epinephelus lanceolatus,,,http://aims.fao.org/aos/agrovoc/c_42341,
c_42342,Epinephelus maculatus,,,http://aims.fao.org/aos/agrovoc/c_42342,
c_42343,Epinephelus merra,,,http://aims.fao.org/aos/agrovoc/c_42343,
c_42344,Epinephelus septemfasciatus,,,http://aims.fao.org/aos/agrovoc/c_42344,
c_42345,Epinephelus sexfasciatus,,,http://aims.fao.org/aos/agrovoc/c_42345,
c_42346,Epinephelus stoliczkae,,,http://aims.fao.org/aos/agrovoc/c_42346,
c_42347,Epinephelus tauvina,,,http://aims.fao.org/aos/agrovoc/c_42347,
c_42348,Epinephelus striatus,,,http://aims.fao.org/aos/agrovoc/c_42348,
c_42349,Epinephelus adscensionis,,,http://aims.fao.org/aos/agrovoc/c_42349,
c_4235,plomb,,,http://aims.fao.org/aos/agrovoc/c_4235,Pb (symbole)
c_42350,Epinephelus analogus,,,http://aims.fao.org/aos/agrovoc/c_42350,
c_42351,Epinephelus drummondhayi,,,http://aims.fao.org/aos/agrovoc/c_42351,
c_42352,Epinephelus flavolimbatus,,,http://aims.fao.org/aos/agrovoc/c_42352,
c_42353,Epinephelus guttatus,,,http://aims.fao.org/aos/agrovoc/c_42353,
c_42354,Epinephelus labriformis,,,http://aims.fao.org/aos/agrovoc/c_42354,
c_42355,Epinephelus morio,,,http://aims.fao.org/aos/agrovoc/c_42355,
c_42356,Epinephelus mystacinus,,,http://aims.fao.org/aos/agrovoc/c_42356,
c_42357,Epinephelus niveatus,,,http://aims.fao.org/aos/agrovoc/c_42357,
c_42358,Epinephelus quernus,,,http://aims.fao.org/aos/agrovoc/c_42358,
c_42359,Epinephelus caninus,,,http://aims.fao.org/aos/agrovoc/c_42359,
c_4236,direction,,,http://aims.fao.org/aos/agrovoc/c_4236,
c_42360,Epinephelus fasciatus,,,http://aims.fao.org/aos/agrovoc/c_42360,
c_42361,Epinephelus goreensis,,,http://aims.fao.org/aos/agrovoc/c_42361,
c_42362,Epinephelus morrhua,,,http://aims.fao.org/aos/agrovoc/c_42362,
c_42363,Epinephelus nigritus,,,http://aims.fao.org/aos/agrovoc/c_42363,
c_42364,Epinephelus albomarginatus,,,http://aims.fao.org/aos/agrovoc/c_42364,
c_42365,Epinephelus andersoni,,,http://aims.fao.org/aos/agrovoc/c_42365,
c_42366,Epinephelus areolatus,,,http://aims.fao.org/aos/agrovoc/c_42366,
c_42367,Epinephelus itajara,,,http://aims.fao.org/aos/agrovoc/c_42367,
c_42368,Epinephelus malabaricus,,,http://aims.fao.org/aos/agrovoc/c_42368,
c_42369,Epinephelus rivulatus,,,http://aims.fao.org/aos/agrovoc/c_42369,
c_4237,enroulement des feuilles,,,http://aims.fao.org/aos/agrovoc/c_4237,
c_42370,Epinephelus flavocaeruleus,,,http://aims.fao.org/aos/agrovoc/c_42370,
c_42371,Epinephelus acanthistius,,,http://aims.fao.org/aos/agrovoc/c_42371,
c_42372,Epinephelus amblycephalus,,,http://aims.fao.org/aos/agrovoc/c_42372,
c_42373,Epinephelus awoara,,,http://aims.fao.org/aos/agrovoc/c_42373,
c_42374,Epinephelus bleekeri,,,http://aims.fao.org/aos/agrovoc/c_42374,
c_42375,Epinephelus bruneus,,,http://aims.fao.org/aos/agrovoc/c_42375,
c_42376,Epinephelus chlorostigma,,,http://aims.fao.org/aos/agrovoc/c_42376,
c_42377,Epinephelus cifuentesi,,,http://aims.fao.org/aos/agrovoc/c_42377,
c_42378,Epinephelus coioides,,,http://aims.fao.org/aos/agrovoc/c_42378,
c_42379,Epinephelus costae,,,http://aims.fao.org/aos/agrovoc/c_42379,
c_4238,terreau de feuilles,,,http://aims.fao.org/aos/agrovoc/c_4238,
c_42380,Epinephelus cyanopodus,,,http://aims.fao.org/aos/agrovoc/c_42380,
c_42381,Epinephelus daemelii,,,http://aims.fao.org/aos/agrovoc/c_42381,
c_42382,Epinephelus fasciatomaculosus,,,http://aims.fao.org/aos/agrovoc/c_42382,
c_42383,Epinephelus haifensis,,,http://aims.fao.org/aos/agrovoc/c_42383,
c_42384,Epinephelus heniochus,,,http://aims.fao.org/aos/agrovoc/c_42384,
c_42385,Epinephelus hexagonatus,,,http://aims.fao.org/aos/agrovoc/c_42385,
c_42386,Epinephelus latifasciatus,,,http://aims.fao.org/aos/agrovoc/c_42386,
c_42387,Epinephelus macrospilos,,,http://aims.fao.org/aos/agrovoc/c_42387,
c_42388,Epinephelus magniscuttis,,,http://aims.fao.org/aos/agrovoc/c_42388,
c_42389,Epinephelus polyphekadion,,,http://aims.fao.org/aos/agrovoc/c_42389,
c_4239,insecte phyllophage,,,http://aims.fao.org/aos/agrovoc/c_4239,insecte défoliateur
c_42390,Epinephelus quoyanus,,,http://aims.fao.org/aos/agrovoc/c_42390,
c_42391,Epinephelus stictus,,,http://aims.fao.org/aos/agrovoc/c_42391,
c_42392,Epinephelus trimaculatus,,,http://aims.fao.org/aos/agrovoc/c_42392,
c_42397,Serranus scriba,,,http://aims.fao.org/aos/agrovoc/c_42397,
c_42398,Serranus hepatus,,,http://aims.fao.org/aos/agrovoc/c_42398,
c_42399,Serranus atrobranchus,,,http://aims.fao.org/aos/agrovoc/c_42399,
c_423cd582,questions de procédures,,,http://aims.fao.org/aos/agrovoc/c_423cd582,
c_423fa392,aliments d’origine animale,,,http://aims.fao.org/aos/agrovoc/c_423fa392,
c_423ff1cb,empreinte écologique,,,http://aims.fao.org/aos/agrovoc/c_423ff1cb,impact écologique
c_424,collection zoologique,,,http://aims.fao.org/aos/agrovoc/c_424,zoologique (collection)
