code,label_es,definition_es,note,concept,all_alternative_es
c_46930,Metanephrops japonicus,,,http://aims.fao.org/aos/agrovoc/c_46930,
c_46931,Metanephrops neptunus,,,http://aims.fao.org/aos/agrovoc/c_46931,
c_46932,Metanephrops rubellus,,,http://aims.fao.org/aos/agrovoc/c_46932,
c_46933,Metanephrops sagamiensis,,,http://aims.fao.org/aos/agrovoc/c_46933,
c_46934,Metanephrops sibogae,,,http://aims.fao.org/aos/agrovoc/c_46934,
c_46935,Metanephrops sinensis,,,http://aims.fao.org/aos/agrovoc/c_46935,
c_46936,Metanephrops thomsoni,,,http://aims.fao.org/aos/agrovoc/c_46936,
c_46937,Metanephrops velutinus,,,http://aims.fao.org/aos/agrovoc/c_46937,
c_4694,Personal médico auxiliar,,,http://aims.fao.org/aos/agrovoc/c_4694,
c_46941,Homarus americanus,,,http://aims.fao.org/aos/agrovoc/c_46941,
c_46942,Homarus capensis,,,http://aims.fao.org/aos/agrovoc/c_46942,
c_46943,Homarus gammarus,,,http://aims.fao.org/aos/agrovoc/c_46943,
c_46945,Thymopides grobovi,,,http://aims.fao.org/aos/agrovoc/c_46945,
c_46946,Thymops birsteini,,,http://aims.fao.org/aos/agrovoc/c_46946,
c_46947,Thymopsis nilenta,,,http://aims.fao.org/aos/agrovoc/c_46947,
c_46948,Nephropidae (22942XXXXX),,,http://aims.fao.org/aos/agrovoc/c_46948,
c_46949,Polychelidae,,,http://aims.fao.org/aos/agrovoc/c_46949,
c_4695,Ciencias médicas,,,http://aims.fao.org/aos/agrovoc/c_4695,Medicina
c_46950,Stereomastis sculpta,,,http://aims.fao.org/aos/agrovoc/c_46950,
c_46950fc7,Veronica triphyllos,,,http://aims.fao.org/aos/agrovoc/c_46950fc7,
c_46951,Glypheidae,,,http://aims.fao.org/aos/agrovoc/c_46951,
c_46952,Neoglyphea inopinata,,,http://aims.fao.org/aos/agrovoc/c_46952,
c_46953,Synaxidae,,,http://aims.fao.org/aos/agrovoc/c_46953,
c_46954,Palibythus magnificus,,,http://aims.fao.org/aos/agrovoc/c_46954,
c_46955,Palinurellus gundlachi,,,http://aims.fao.org/aos/agrovoc/c_46955,
c_46956,Palinurellus wieneckii,,,http://aims.fao.org/aos/agrovoc/c_46956,
c_46957,Thalassinidae,,,http://aims.fao.org/aos/agrovoc/c_46957,
c_46958,Thalassina anomala,,,http://aims.fao.org/aos/agrovoc/c_46958,
c_46959,Upogebiidae,,,http://aims.fao.org/aos/agrovoc/c_46959,
c_4696,Piensos medicinales,,,http://aims.fao.org/aos/agrovoc/c_4696,
c_46960,Upogebia capensis,,,http://aims.fao.org/aos/agrovoc/c_46960,
c_46961,Upogebia major,,,http://aims.fao.org/aos/agrovoc/c_46961,
c_46962,Upogebia pugettensis,,,http://aims.fao.org/aos/agrovoc/c_46962,
c_46963,Upogebia pusilla,,,http://aims.fao.org/aos/agrovoc/c_46963,
c_46964,Upogebia wuhsienweni,,,http://aims.fao.org/aos/agrovoc/c_46964,
c_46965,Callianassidae,,,http://aims.fao.org/aos/agrovoc/c_46965,
c_46967,Callianassa australiensis,,,http://aims.fao.org/aos/agrovoc/c_46967,
c_46968,Callianassa biffari,,,http://aims.fao.org/aos/agrovoc/c_46968,
c_46969,Callianassa californiensis,,,http://aims.fao.org/aos/agrovoc/c_46969,
c_4697,Clima mediterráneo,,,http://aims.fao.org/aos/agrovoc/c_4697,
c_46970,Callianassa gigas,,,http://aims.fao.org/aos/agrovoc/c_46970,
c_46971,Callianassa japonica,,,http://aims.fao.org/aos/agrovoc/c_46971,
c_46972,Callianassa kraussi,,,http://aims.fao.org/aos/agrovoc/c_46972,
c_46973,Callianassa petalura,,,http://aims.fao.org/aos/agrovoc/c_46973,
c_46974,Callianassa turnerana,,,http://aims.fao.org/aos/agrovoc/c_46974,
c_46975,Callianassa tyrrhena,,,http://aims.fao.org/aos/agrovoc/c_46975,
c_46977,Axiidae,,,http://aims.fao.org/aos/agrovoc/c_46977,
c_46978,Acanthaxius caespitosa,,,http://aims.fao.org/aos/agrovoc/c_46978,
c_46979,Axiopsis baronai,,,http://aims.fao.org/aos/agrovoc/c_46979,
c_4698,Región mediterránea,,Para la zona climática use ZONA MEDITERRANEA ,http://aims.fao.org/aos/agrovoc/c_4698,Países mediterráneos
c_46980,Calocarides quinqueseriatus,,,http://aims.fao.org/aos/agrovoc/c_46980,
c_46981,Neaxius vivesi,,,http://aims.fao.org/aos/agrovoc/c_46981,
c_46982,Enoplometopidae,,,http://aims.fao.org/aos/agrovoc/c_46982,
c_46983,Enoplometopus daumi,,,http://aims.fao.org/aos/agrovoc/c_46983,
c_46984,Enoplometopus debelius,,,http://aims.fao.org/aos/agrovoc/c_46984,
c_46985,Enoplometopus holthuisi,,,http://aims.fao.org/aos/agrovoc/c_46985,
c_46986,Enoplometopus occidentalis,,,http://aims.fao.org/aos/agrovoc/c_46986,
c_46987,Reptantia (229XXXXXXX),,,http://aims.fao.org/aos/agrovoc/c_46987,
c_46988,"Astacidae, cambaridae",,,http://aims.fao.org/aos/agrovoc/c_46988,
c_46989,Anomura,,,http://aims.fao.org/aos/agrovoc/c_46989,
c_4699,Mar Mediterráneo,,,http://aims.fao.org/aos/agrovoc/c_4699,Mediterraneo (mar)
c_46990,Albuneidae,,,http://aims.fao.org/aos/agrovoc/c_46990,
c_46991,Albunea lucasia,,,http://aims.fao.org/aos/agrovoc/c_46991,
c_46992,Lepidopa deamae,,,http://aims.fao.org/aos/agrovoc/c_46992,
c_46993,Diogenidae,,,http://aims.fao.org/aos/agrovoc/c_46993,
c_46994,Petrochirus californiensis,,,http://aims.fao.org/aos/agrovoc/c_46994,
c_46995,Clibanarius panamensis,,,http://aims.fao.org/aos/agrovoc/c_46995,
c_46996,Hippidae,,,http://aims.fao.org/aos/agrovoc/c_46996,
c_46997,Emerita rathbunae,,,http://aims.fao.org/aos/agrovoc/c_46997,
c_46998,Emerita analoga,,,http://aims.fao.org/aos/agrovoc/c_46998,
c_46999,Hippa pacifica,,,http://aims.fao.org/aos/agrovoc/c_46999,
c_46a166a5,Profundidad del agua,,,http://aims.fao.org/aos/agrovoc/c_46a166a5,
c_46a630bc,Ecolocación,,,http://aims.fao.org/aos/agrovoc/c_46a630bc,
c_46ac6187,Camellus bactrianus,,,http://aims.fao.org/aos/agrovoc/c_46ac6187,
c_46b0b671,Lathyrus gorgoni var. gorgoni,,,http://aims.fao.org/aos/agrovoc/c_46b0b671,
c_46b787d1,Aleurocanthus spiniferus,,,http://aims.fao.org/aos/agrovoc/c_46b787d1,
c_46bc8aa2,Etoxisulfuron,,,http://aims.fao.org/aos/agrovoc/c_46bc8aa2,
c_46c8cdf7,Persicaria,,,http://aims.fao.org/aos/agrovoc/c_46c8cdf7,
c_46d88f00,Análogos de queso,,,http://aims.fao.org/aos/agrovoc/c_46d88f00,
c_46e787e7,Coraebus,,,http://aims.fao.org/aos/agrovoc/c_46e787e7,
c_46eb43fd,Lagunas de atolones,,,http://aims.fao.org/aos/agrovoc/c_46eb43fd,
c_46efb8f8,Ingeniería estructural,,,http://aims.fao.org/aos/agrovoc/c_46efb8f8,
c_47,Acacia saligna,,,http://aims.fao.org/aos/agrovoc/c_47,Acacia cyanophylla
c_470,Tundra antártica,,,http://aims.fao.org/aos/agrovoc/c_470,Tundra subantártica
c_4700,Megabalanus,,,http://aims.fao.org/aos/agrovoc/c_4700,
c_47000,Hippa strigillata,,,http://aims.fao.org/aos/agrovoc/c_47000,
c_47001,Coenobitidae,,,http://aims.fao.org/aos/agrovoc/c_47001,
c_47002,Birgus latro,,,http://aims.fao.org/aos/agrovoc/c_47002,
c_47003,Galatheidae,,,http://aims.fao.org/aos/agrovoc/c_47003,
c_47004,Pleuroncodes planipes,,,http://aims.fao.org/aos/agrovoc/c_47004,
c_47005,Pleuroncodes monodon,,,http://aims.fao.org/aos/agrovoc/c_47005,
c_47006,Munida hispida,,,http://aims.fao.org/aos/agrovoc/c_47006,
c_47007,Munida obesa,,,http://aims.fao.org/aos/agrovoc/c_47007,
c_47008,Munida propinqua,,,http://aims.fao.org/aos/agrovoc/c_47008,
c_47009,Munida refulgens,,,http://aims.fao.org/aos/agrovoc/c_47009,
c_4701,Megalops,,,http://aims.fao.org/aos/agrovoc/c_4701,
c_47010,Munida tenella,,,http://aims.fao.org/aos/agrovoc/c_47010,
c_47011,Munida gregaria,,,http://aims.fao.org/aos/agrovoc/c_47011,
c_47012,Cervimunida johni,,,http://aims.fao.org/aos/agrovoc/c_47012,
c_47013,Galatheidae (23019XXXXX),,,http://aims.fao.org/aos/agrovoc/c_47013,
c_47014,Lithodidae,,,http://aims.fao.org/aos/agrovoc/c_47014,
c_47015,Neolithodes asperrimus,,,http://aims.fao.org/aos/agrovoc/c_47015,
c_47016,Neolithodes diomedeae,,,http://aims.fao.org/aos/agrovoc/c_47016,
c_47018,Paralithodes camtschaticus,,,http://aims.fao.org/aos/agrovoc/c_47018,
c_47019,Paralithodes platypus,,,http://aims.fao.org/aos/agrovoc/c_47019,
c_4702,Megaptera,,,http://aims.fao.org/aos/agrovoc/c_4702,
c_47020,Paralithodes brevipes,,,http://aims.fao.org/aos/agrovoc/c_47020,
c_47023,Lithodes antarcticus,,,http://aims.fao.org/aos/agrovoc/c_47023,
c_47024,Lithodes murrayi,,,http://aims.fao.org/aos/agrovoc/c_47024,
c_47025,Lithodes maia,,,http://aims.fao.org/aos/agrovoc/c_47025,
c_47026,Lithodes ferox,,,http://aims.fao.org/aos/agrovoc/c_47026,
c_47027,Lithodes aequispina,,,http://aims.fao.org/aos/agrovoc/c_47027,
c_4703,Megaselia,,,http://aims.fao.org/aos/agrovoc/c_4703,
c_47030,Paralomis granulosa,,,http://aims.fao.org/aos/agrovoc/c_47030,
c_47031,Paralomis aculeata,,,http://aims.fao.org/aos/agrovoc/c_47031,
c_47032,Paralomis spinosissima,,,http://aims.fao.org/aos/agrovoc/c_47032,
c_47033,Paralomis formosa,,,http://aims.fao.org/aos/agrovoc/c_47033,
c_47034,Paralomis anamerae,,,http://aims.fao.org/aos/agrovoc/c_47034,
c_47036,Lithodidae (23020XXXXX),,,http://aims.fao.org/aos/agrovoc/c_47036,
c_47037,Anomura (230XXXXXXX),,,http://aims.fao.org/aos/agrovoc/c_47037,
c_47038,Brachyura,,,http://aims.fao.org/aos/agrovoc/c_47038,
c_47039,Calappidae,,,http://aims.fao.org/aos/agrovoc/c_47039,
c_4704,Megastigmus,,,http://aims.fao.org/aos/agrovoc/c_4704,
c_47040,Calappa gallus,,,http://aims.fao.org/aos/agrovoc/c_47040,
c_47041,Calappa pelii,,,http://aims.fao.org/aos/agrovoc/c_47041,
c_47042,Calappa rubroguttata,,,http://aims.fao.org/aos/agrovoc/c_47042,
c_47043,Calappa angusta,,,http://aims.fao.org/aos/agrovoc/c_47043,
c_47044,Calappa flammea,,,http://aims.fao.org/aos/agrovoc/c_47044,
c_47045,Calappa nitida,,,http://aims.fao.org/aos/agrovoc/c_47045,
c_47046,Calappa ocellata,,,http://aims.fao.org/aos/agrovoc/c_47046,
c_47047,Calappa sulcata,,,http://aims.fao.org/aos/agrovoc/c_47047,
c_47048,Calappa hepatica,,,http://aims.fao.org/aos/agrovoc/c_47048,
c_47049,Calappa convexa,,,http://aims.fao.org/aos/agrovoc/c_47049,
c_4705,Meghalaya,,,http://aims.fao.org/aos/agrovoc/c_4705,
c_47050,Calappa saussurei,,,http://aims.fao.org/aos/agrovoc/c_47050,
c_47051,Calappa lophos,,,http://aims.fao.org/aos/agrovoc/c_47051,
c_47052,Calappa calappa,,,http://aims.fao.org/aos/agrovoc/c_47052,
c_47053,Calappa philargius,,,http://aims.fao.org/aos/agrovoc/c_47053,
c_47054,Calappa granulata,,,http://aims.fao.org/aos/agrovoc/c_47054,
c_47055,Hepatus gronovii,,,http://aims.fao.org/aos/agrovoc/c_47055,
c_47056,Hepatus pudibundus,,,http://aims.fao.org/aos/agrovoc/c_47056,
c_47057,Hepatus kossmanni,,,http://aims.fao.org/aos/agrovoc/c_47057,
c_47058,Hepatus lineatus,,,http://aims.fao.org/aos/agrovoc/c_47058,
c_47059,Matuta lunaris,,,http://aims.fao.org/aos/agrovoc/c_47059,
c_4706,Meiosis,,,http://aims.fao.org/aos/agrovoc/c_4706,División reductora|Miosis
c_47060,Matuta planipes,,,http://aims.fao.org/aos/agrovoc/c_47060,
c_47061,Matuta victor,,,http://aims.fao.org/aos/agrovoc/c_47061,
c_47062,Platymera gaudichaudii,,,http://aims.fao.org/aos/agrovoc/c_47062,
c_47063,Homolidae,,,http://aims.fao.org/aos/agrovoc/c_47063,
c_47064,Paromola cuvieri,,,http://aims.fao.org/aos/agrovoc/c_47064,
c_47065,Paromola japonica,,,http://aims.fao.org/aos/agrovoc/c_47065,
c_47066,Homola barbata,,,http://aims.fao.org/aos/agrovoc/c_47066,
c_47067,Ocypodidae,,,http://aims.fao.org/aos/agrovoc/c_47067,
c_47068,Ocypode africana,,,http://aims.fao.org/aos/agrovoc/c_47068,
c_47069,Ocypode cursor,,,http://aims.fao.org/aos/agrovoc/c_47069,
c_4707,Melaleuca,,Género descrito por Linnaeus; evite confundirlo con el género identificado por Blanco para el qual se usa <994>,http://aims.fao.org/aos/agrovoc/c_4707,
c_47070,Ocypode rotundata,,,http://aims.fao.org/aos/agrovoc/c_47070,
c_47071,Ocypode ceratophthalmus,,,http://aims.fao.org/aos/agrovoc/c_47071,
c_47072,Ocypode cordimanus,,,http://aims.fao.org/aos/agrovoc/c_47072,
c_47073,Uca tangeri,,,http://aims.fao.org/aos/agrovoc/c_47073,
c_47074,Ucides cordatus,,,http://aims.fao.org/aos/agrovoc/c_47074,
c_47075,Ucides occidentalis,,,http://aims.fao.org/aos/agrovoc/c_47075,
c_47076,Macrophtalmus depressus,,,http://aims.fao.org/aos/agrovoc/c_47076,
c_47077,Gecarcinidae,,,http://aims.fao.org/aos/agrovoc/c_47077,
c_47078,Cardisoma armatum,,,http://aims.fao.org/aos/agrovoc/c_47078,
c_47079,Cardisoma guanhumi,,,http://aims.fao.org/aos/agrovoc/c_47079,
c_4708,Melaleuca leucadendra,,,http://aims.fao.org/aos/agrovoc/c_4708,Melaleuca leucadendron|Árbol de té|Cajeput|Cayeputi|Eucalipto de flor (melaleuca)|Mirto cayeput
c_47080,Cardisoma carnifex,,,http://aims.fao.org/aos/agrovoc/c_47080,
c_47081,Cardisoma crassum,,,http://aims.fao.org/aos/agrovoc/c_47081,
c_47082,Cardisoma hirtipes,,,http://aims.fao.org/aos/agrovoc/c_47082,
c_47083,Cardisoma longipes,,,http://aims.fao.org/aos/agrovoc/c_47083,
c_47084,Cardisoma rotundum,,,http://aims.fao.org/aos/agrovoc/c_47084,
c_47085,Gecarcinus planatus,,,http://aims.fao.org/aos/agrovoc/c_47085,
c_47086,Gecarcinus quadratus,,,http://aims.fao.org/aos/agrovoc/c_47086,
c_47087,Gecarcinus malpilensis,,,http://aims.fao.org/aos/agrovoc/c_47087,
c_47088,Gecarcoidea lalandii,,,http://aims.fao.org/aos/agrovoc/c_47088,
c_47089,Dromiidae,,,http://aims.fao.org/aos/agrovoc/c_47089,
c_4709,Melampsora,,,http://aims.fao.org/aos/agrovoc/c_4709,
c_47090,Dromia erythropus,,,http://aims.fao.org/aos/agrovoc/c_47090,
c_47091,Dromia dormia,,,http://aims.fao.org/aos/agrovoc/c_47091,
c_47092,Dromia personata,,,http://aims.fao.org/aos/agrovoc/c_47092,
c_47093,Lauridromia indica,,,http://aims.fao.org/aos/agrovoc/c_47093,
c_47094,Lauridromia dehaani,,,http://aims.fao.org/aos/agrovoc/c_47094,
c_47095,Raninidae,,,http://aims.fao.org/aos/agrovoc/c_47095,
c_47096,Ranina ranina,,,http://aims.fao.org/aos/agrovoc/c_47096,
c_47097,Dorippidae,,,http://aims.fao.org/aos/agrovoc/c_47097,
c_47098,Ethusa ciliatifrons,,,http://aims.fao.org/aos/agrovoc/c_47098,
c_47099,Pilumnidae,,,http://aims.fao.org/aos/agrovoc/c_47099,
c_471,Antártida,,,http://aims.fao.org/aos/agrovoc/c_471,Antártico
c_4710,Melanagromyza,,,http://aims.fao.org/aos/agrovoc/c_4710,
c_47100,Galene bispinosa,,,http://aims.fao.org/aos/agrovoc/c_47100,
c_47101,Cancridae,,,http://aims.fao.org/aos/agrovoc/c_47101,
c_47102,Cancer amphioetus,,,http://aims.fao.org/aos/agrovoc/c_47102,
c_47103,Cancer antennarius,,,http://aims.fao.org/aos/agrovoc/c_47103,
c_47104,Cancer irroratus,,,http://aims.fao.org/aos/agrovoc/c_47104,
c_47105,Cancer magister,,,http://aims.fao.org/aos/agrovoc/c_47105,
c_47106,Cancer johngarthi,,,http://aims.fao.org/aos/agrovoc/c_47106,
c_47107,Cancer pagurus,,,http://aims.fao.org/aos/agrovoc/c_47107,
c_47108,Cancer borealis,,,http://aims.fao.org/aos/agrovoc/c_47108,
c_47109,Cancer productus,,,http://aims.fao.org/aos/agrovoc/c_47109,
c_4711,Melanaphis,,,http://aims.fao.org/aos/agrovoc/c_4711,
c_47110,Cancer bellianus,,,http://aims.fao.org/aos/agrovoc/c_47110,
c_47111,Cancridae (23109XXXXX),,,http://aims.fao.org/aos/agrovoc/c_47111,
c_47112,Xanthidae,,,http://aims.fao.org/aos/agrovoc/c_47112,
c_47113,Panopeus africanus,,,http://aims.fao.org/aos/agrovoc/c_47113,
c_47114,Carpilius corallinus,,,http://aims.fao.org/aos/agrovoc/c_47114,
c_47115,Carpilius convexus,,,http://aims.fao.org/aos/agrovoc/c_47115,
c_47116,Carpilius maculatus,,,http://aims.fao.org/aos/agrovoc/c_47116,
c_47117,Etisus laevimanus,,,http://aims.fao.org/aos/agrovoc/c_47117,
c_47118,Etisus splendidus,,,http://aims.fao.org/aos/agrovoc/c_47118,
c_47119,Etisus utilis,,,http://aims.fao.org/aos/agrovoc/c_47119,
c_4712,Melanogrammus,,,http://aims.fao.org/aos/agrovoc/c_4712,Gadus aeglefinus
c_47120,Etisus dentatus,,,http://aims.fao.org/aos/agrovoc/c_47120,
c_47121,Ozius verreauxii,,,http://aims.fao.org/aos/agrovoc/c_47121,
c_47122,Ozius guttatus,,,http://aims.fao.org/aos/agrovoc/c_47122,
c_47123,Ozius tuberculosus,,,http://aims.fao.org/aos/agrovoc/c_47123,
c_47124,Eriphia smithii,,,http://aims.fao.org/aos/agrovoc/c_47124,
c_47125,Eriphia sebana,,,http://aims.fao.org/aos/agrovoc/c_47125,
c_47126,Eriphia verrucosa,,,http://aims.fao.org/aos/agrovoc/c_47126,
c_47127,Atergatopsis signatus,,,http://aims.fao.org/aos/agrovoc/c_47127,
c_47128,Hypothalassia armata,,,http://aims.fao.org/aos/agrovoc/c_47128,
c_47129,Myomenippe hardwickii,,,http://aims.fao.org/aos/agrovoc/c_47129,
c_4713,Melanoma,,,http://aims.fao.org/aos/agrovoc/c_4713,
c_47130,Myomenippe fornasinii,,,http://aims.fao.org/aos/agrovoc/c_47130,
c_47131,Epixanthus dentatus,,,http://aims.fao.org/aos/agrovoc/c_47131,
c_47132,Menippe mercenaria,,,http://aims.fao.org/aos/agrovoc/c_47132,
c_47133,Menippe nodifrons,,,http://aims.fao.org/aos/agrovoc/c_47133,
c_47134,Menippe frontalis,,,http://aims.fao.org/aos/agrovoc/c_47134,
c_47135,Menippe rumphii,,,http://aims.fao.org/aos/agrovoc/c_47135,
c_47136,Portunidae,,,http://aims.fao.org/aos/agrovoc/c_47136,
c_47137,Cronius ruber,,,http://aims.fao.org/aos/agrovoc/c_47137,
c_47138,Arenaeus cribarius,,,http://aims.fao.org/aos/agrovoc/c_47138,
c_47139,Arenaeus mexicanus,,,http://aims.fao.org/aos/agrovoc/c_47139,
c_4714,Melanoplus,,,http://aims.fao.org/aos/agrovoc/c_4714,
c_47140,Charybdis natator,,,http://aims.fao.org/aos/agrovoc/c_47140,
c_47141,Charybdis feriatus,,,http://aims.fao.org/aos/agrovoc/c_47141,
c_47142,Charybdis japonica,,,http://aims.fao.org/aos/agrovoc/c_47142,
c_47143,Charybdis affinis,,,http://aims.fao.org/aos/agrovoc/c_47143,
c_47144,Charybdis anisodon,,,http://aims.fao.org/aos/agrovoc/c_47144,
c_47145,Charybdis annulata,,,http://aims.fao.org/aos/agrovoc/c_47145,
c_47146,Charybdis truncata,,,http://aims.fao.org/aos/agrovoc/c_47146,
c_47148,Portunus pelagicus,,,http://aims.fao.org/aos/agrovoc/c_47148,
c_47149,Portunus gibbesii,,,http://aims.fao.org/aos/agrovoc/c_47149,
c_4715,Melanotus,,,http://aims.fao.org/aos/agrovoc/c_4715,
c_47150,Portunus trituberculatus,,,http://aims.fao.org/aos/agrovoc/c_47150,
c_47151,Portunus hastatus,,,http://aims.fao.org/aos/agrovoc/c_47151,
c_47152,Portunus spinimanus,,,http://aims.fao.org/aos/agrovoc/c_47152,
c_47153,Portunus sanguinolentus,,,http://aims.fao.org/aos/agrovoc/c_47153,
c_47154,Portunus asper,,,http://aims.fao.org/aos/agrovoc/c_47154,
c_47155,Portunus xantusii,,,http://aims.fao.org/aos/agrovoc/c_47155,
c_47157,Podophthalmus vigil,,,http://aims.fao.org/aos/agrovoc/c_47157,
c_47158,Thalamita crenata,,,http://aims.fao.org/aos/agrovoc/c_47158,
c_47159,Thalamita spinimana,,,http://aims.fao.org/aos/agrovoc/c_47159,
c_4716,Meliaceae,,,http://aims.fao.org/aos/agrovoc/c_4716,Meliáceas
c_47160,Bathynectes piperitus,,,http://aims.fao.org/aos/agrovoc/c_47160,
c_47161,Euphylax dovii,,,http://aims.fao.org/aos/agrovoc/c_47161,
c_47162,Euphylax robustus,,,http://aims.fao.org/aos/agrovoc/c_47162,
c_47163,Macropipus tuberculatus,,,http://aims.fao.org/aos/agrovoc/c_47163,
c_47164,Portumnus latipes,,,http://aims.fao.org/aos/agrovoc/c_47164,
c_47166,Callinectes amnicola,,,http://aims.fao.org/aos/agrovoc/c_47166,
c_47167,Callinectes sapidus,,,http://aims.fao.org/aos/agrovoc/c_47167,
c_47168,Callinectes marginatus,,,http://aims.fao.org/aos/agrovoc/c_47168,
c_47169,Callinectes pallidus,,,http://aims.fao.org/aos/agrovoc/c_47169,
c_4717,Melibiosa,,,http://aims.fao.org/aos/agrovoc/c_4717,
c_47170,Callinectes danae,,,http://aims.fao.org/aos/agrovoc/c_47170,
c_47171,Callinectes toxotes,,,http://aims.fao.org/aos/agrovoc/c_47171,
c_47172,Callinectes bocourti,,,http://aims.fao.org/aos/agrovoc/c_47172,
c_47173,Callinectes exasperatus,,,http://aims.fao.org/aos/agrovoc/c_47173,
c_47174,Callinectes larvatus,,,http://aims.fao.org/aos/agrovoc/c_47174,
c_47175,Callinectes maracaiboensis,,,http://aims.fao.org/aos/agrovoc/c_47175,
c_47176,Callinectes ornatus,,,http://aims.fao.org/aos/agrovoc/c_47176,
c_47177,Callinectes arcuatus,,,http://aims.fao.org/aos/agrovoc/c_47177,
c_47178,Callinectes bellicosus,,,http://aims.fao.org/aos/agrovoc/c_47178,
c_47179,Callinectes similis,,,http://aims.fao.org/aos/agrovoc/c_47179,
c_4717e235,Hipoxia,,,http://aims.fao.org/aos/agrovoc/c_4717e235,Deficiencia de oxígeno|Condiciones hipóxicas
c_4718,Meligethes,,,http://aims.fao.org/aos/agrovoc/c_4718,
c_47180,Callinectes rathbunae,,,http://aims.fao.org/aos/agrovoc/c_47180,
c_47182,Ovalipes punctatus,,,http://aims.fao.org/aos/agrovoc/c_47182,
c_47183,Carcinus maenas,,,http://aims.fao.org/aos/agrovoc/c_47183,
c_47184,Carcinus aestuarii,,,http://aims.fao.org/aos/agrovoc/c_47184,
c_47185,Scylla serrata,,,http://aims.fao.org/aos/agrovoc/c_47185,
c_47186,Scylla olivacea,,,http://aims.fao.org/aos/agrovoc/c_47186,
c_47187,Scylla paramamosain,,,http://aims.fao.org/aos/agrovoc/c_47187,
c_47188,Scylla tranquebarica,,,http://aims.fao.org/aos/agrovoc/c_47188,
c_47189,Necora puber,,,http://aims.fao.org/aos/agrovoc/c_47189,
c_4719,Melilotus,,,http://aims.fao.org/aos/agrovoc/c_4719,Meliloto
c_47190,Liocarcinus corrugatus,,,http://aims.fao.org/aos/agrovoc/c_47190,
c_47191,Liocarcinus depurator,,,http://aims.fao.org/aos/agrovoc/c_47191,
c_47192,Liocarcinus arcuatus,,,http://aims.fao.org/aos/agrovoc/c_47192,
c_47193,Liocarcinus vernalis,,,http://aims.fao.org/aos/agrovoc/c_47193,
c_47194,Portunidae (23111XXXXX),,,http://aims.fao.org/aos/agrovoc/c_47194,
c_47195,Grapsidae,,,http://aims.fao.org/aos/agrovoc/c_47195,
c_47196,Goniopsis pelii,,,http://aims.fao.org/aos/agrovoc/c_47196,
c_47197,Goniopsis pulchra,,,http://aims.fao.org/aos/agrovoc/c_47197,
c_47198,Grapsus grapsus,,,http://aims.fao.org/aos/agrovoc/c_47198,
c_47199,Grapsus albolineatus,,,http://aims.fao.org/aos/agrovoc/c_47199,
c_472,Oso hormiguero,,,http://aims.fao.org/aos/agrovoc/c_472,
c_4720,Melilotus alba,,,http://aims.fao.org/aos/agrovoc/c_4720,Trébol de abeja|Trébol de bokkara|Trébol de santa maria|Trébol huban|Meliloto huban|Meliloto blanco
c_47200,Grapsus tenuicrustatus,,,http://aims.fao.org/aos/agrovoc/c_47200,
c_47201,Pachygrapsus transversus,,,http://aims.fao.org/aos/agrovoc/c_47201,
c_47202,Sesarma angolense,,,http://aims.fao.org/aos/agrovoc/c_47202,
c_47203,Sesarma sulcatum,,,http://aims.fao.org/aos/agrovoc/c_47203,
c_47204,Metagrapsus messor,,,http://aims.fao.org/aos/agrovoc/c_47204,
c_47205,Varuna litterata,,,http://aims.fao.org/aos/agrovoc/c_47205,
c_47206,Varuna yui,,,http://aims.fao.org/aos/agrovoc/c_47206,
c_47207,Episesarma versicolor,,,http://aims.fao.org/aos/agrovoc/c_47207,
c_47208,Episesarma chengtongense,,,http://aims.fao.org/aos/agrovoc/c_47208,
c_47209,Episesarma mederi,,,http://aims.fao.org/aos/agrovoc/c_47209,
c_4721,Melilotus índica,,,http://aims.fao.org/aos/agrovoc/c_4721,Trébol de olor|Alfalfilla|Meliloto ácido
c_47210,Episesarma palawanense,,,http://aims.fao.org/aos/agrovoc/c_47210,
c_47211,Episesarma singaporense,,,http://aims.fao.org/aos/agrovoc/c_47211,
c_47212,Plagusia tuberculata,,,http://aims.fao.org/aos/agrovoc/c_47212,
c_47213,Eriocheir sinensis,,,http://aims.fao.org/aos/agrovoc/c_47213,
c_47214,Goneplacidae,,,http://aims.fao.org/aos/agrovoc/c_47214,
c_47215,Carcinoplax longimanus,,,http://aims.fao.org/aos/agrovoc/c_47215,
c_47216,Majidae,,,http://aims.fao.org/aos/agrovoc/c_47216,
c_47217,Mithrax spinosissimus,,,http://aims.fao.org/aos/agrovoc/c_47217,
c_47218,Mithrax armatus,,,http://aims.fao.org/aos/agrovoc/c_47218,
c_47219,Stenocionops ovata,,,http://aims.fao.org/aos/agrovoc/c_47219,
c_4721b818,Facilitación,,,http://aims.fao.org/aos/agrovoc/c_4721b818,
c_4722,Melilotus officinalis,,,http://aims.fao.org/aos/agrovoc/c_4722,Trébol madrid|Trébol oloroso|Trébol real|Coronilla real (planta)|Loto doméstico|Meliloto de los campos|Meliloto amarillo|Meliloto oficinal
c_47222,Maja squinado,,,http://aims.fao.org/aos/agrovoc/c_47222,
c_47223,Maja crispata,,,http://aims.fao.org/aos/agrovoc/c_47223,
c_47224,Maja goltziana,,,http://aims.fao.org/aos/agrovoc/c_47224,
c_47225,Maiopsis panamensis,,,http://aims.fao.org/aos/agrovoc/c_47225,
