"code","label_ru","note","concept","all_alternative_ru","all_hidden_ru","definition_en"
"c_47296","Tectarius coronatus","","http://aims.fao.org/aos/agrovoc/c_47296","","",""
"c_47297","Tectarius pagodus","","http://aims.fao.org/aos/agrovoc/c_47297","","",""
"c_47298","Nodilittorina pyramidalis","","http://aims.fao.org/aos/agrovoc/c_47298","","",""
"c_47299","Muricidae","","http://aims.fao.org/aos/agrovoc/c_47299","","",""
"c_472b2a7e","карты магнитного поля","","http://aims.fao.org/aos/agrovoc/c_472b2a7e","карты магнитных склонений","",""
"c_473","антилопы","","http://aims.fao.org/aos/agrovoc/c_473","Antylopa eland|Antylopa impala","",""
"c_4730","Melolontha","","http://aims.fao.org/aos/agrovoc/c_4730","","",""
"c_47300","Hexaplex nigritus","","http://aims.fao.org/aos/agrovoc/c_47300","","",""
"c_47301","Hexaplex radiax","","http://aims.fao.org/aos/agrovoc/c_47301","","",""
"c_47302","Hexaplex ambiguus","","http://aims.fao.org/aos/agrovoc/c_47302","","",""
"c_47303","Hexaplex princeps","","http://aims.fao.org/aos/agrovoc/c_47303","","",""
"c_47304","Hexaplex cichoreum","","http://aims.fao.org/aos/agrovoc/c_47304","","",""
"c_47305","Hexaplex angularis","","http://aims.fao.org/aos/agrovoc/c_47305","","",""
"c_47307","Murex pecten","","http://aims.fao.org/aos/agrovoc/c_47307","","",""
"c_47308","Murex ternispina","","http://aims.fao.org/aos/agrovoc/c_47308","","",""
"c_47309","Murex trapa","","http://aims.fao.org/aos/agrovoc/c_47309","","",""
"c_4731","плавление","","http://aims.fao.org/aos/agrovoc/c_4731","","",""
"c_47310","Murex tribulus","","http://aims.fao.org/aos/agrovoc/c_47310","","",""
"c_47311","Murex scolopax","","http://aims.fao.org/aos/agrovoc/c_47311","","",""
"c_47313","Phyllonotus brassica","","http://aims.fao.org/aos/agrovoc/c_47313","","",""
"c_47314","Phyllonotus erythrostoma","","http://aims.fao.org/aos/agrovoc/c_47314","","",""
"c_47315","Phyllonotus regius","","http://aims.fao.org/aos/agrovoc/c_47315","","",""
"c_47316","Phyllonotus trunculus","","http://aims.fao.org/aos/agrovoc/c_47316","","",""
"c_47317","Phyllonotus margaritensis","","http://aims.fao.org/aos/agrovoc/c_47317","","",""
"c_47318","Phyllonotus pomum","","http://aims.fao.org/aos/agrovoc/c_47318","","",""
"c_47319","Phyllonotus duplex","","http://aims.fao.org/aos/agrovoc/c_47319","","",""
"c_4732","температура плавления","","http://aims.fao.org/aos/agrovoc/c_4732","температура затвердевания|точка плавления","",""
"c_47320","Thais chocolata","","http://aims.fao.org/aos/agrovoc/c_47320","","",""
"c_47321","Thais calloensis","","http://aims.fao.org/aos/agrovoc/c_47321","","",""
"c_47322","Thais haemastoma","","http://aims.fao.org/aos/agrovoc/c_47322","","",""
"c_47323","Thais melones","","http://aims.fao.org/aos/agrovoc/c_47323","","",""
"c_47324","Thais aculeata","","http://aims.fao.org/aos/agrovoc/c_47324","","",""
"c_47325","Thais alouina","","http://aims.fao.org/aos/agrovoc/c_47325","","",""
"c_47326","Thais armigera","","http://aims.fao.org/aos/agrovoc/c_47326","","",""
"c_47327","Thais bufo","","http://aims.fao.org/aos/agrovoc/c_47327","","",""
"c_47328","Thais tuberosa","","http://aims.fao.org/aos/agrovoc/c_47328","","",""
"c_47329","Thais deltoidea","","http://aims.fao.org/aos/agrovoc/c_47329","","",""
"c_4733","мужчины","","http://aims.fao.org/aos/agrovoc/c_4733","","",""
"c_47330","Thais coronata","","http://aims.fao.org/aos/agrovoc/c_47330","","",""
"c_47331","Thais nodosa","","http://aims.fao.org/aos/agrovoc/c_47331","","",""
"c_47332","Purpura pansa","","http://aims.fao.org/aos/agrovoc/c_47332","","",""
"c_47333","Purpura panama","","http://aims.fao.org/aos/agrovoc/c_47333","","",""
"c_47334","Purpura persica","","http://aims.fao.org/aos/agrovoc/c_47334","","",""
"c_47335","Calotrophon turritus","","http://aims.fao.org/aos/agrovoc/c_47335","","",""
"c_47336","Cymia tecta","","http://aims.fao.org/aos/agrovoc/c_47336","","",""
"c_47337","Cymia lacera","","http://aims.fao.org/aos/agrovoc/c_47337","","",""
"c_47338","Haustellum recurvirostris","","http://aims.fao.org/aos/agrovoc/c_47338","","",""
"c_47339","Haustellum haustellum","","http://aims.fao.org/aos/agrovoc/c_47339","","",""
"c_4734","менделизм","","http://aims.fao.org/aos/agrovoc/c_4734","","",""
"c_47340","Haustellum chrysostoma","","http://aims.fao.org/aos/agrovoc/c_47340","","",""
"c_47341","Haustellum donmoorei","","http://aims.fao.org/aos/agrovoc/c_47341","","",""
"c_47342","Haustellum messorius","","http://aims.fao.org/aos/agrovoc/c_47342","","",""
"c_47343","Bolinus brandaris","","http://aims.fao.org/aos/agrovoc/c_47343","","",""
"c_47344","Bolinus cornutus","","http://aims.fao.org/aos/agrovoc/c_47344","","",""
"c_47345","Ocenebra erinacea","","http://aims.fao.org/aos/agrovoc/c_47345","","",""
"c_47346","Hadriania craticuloides","","http://aims.fao.org/aos/agrovoc/c_47346","","",""
"c_47347","Muricopsis cristatus","","http://aims.fao.org/aos/agrovoc/c_47347","","",""
"c_47348","Chicoreus brunneus","","http://aims.fao.org/aos/agrovoc/c_47348","","",""
"c_47349","Chicoreus ramosus","","http://aims.fao.org/aos/agrovoc/c_47349","","",""
"c_4735","Мендоса","","http://aims.fao.org/aos/agrovoc/c_4735","","",""
"c_47350","Chicoreus torrefactus","","http://aims.fao.org/aos/agrovoc/c_47350","","",""
"c_47351","Chicoreus brevifrons","","http://aims.fao.org/aos/agrovoc/c_47351","","",""
"c_47352","Chicoreus virgineus","","http://aims.fao.org/aos/agrovoc/c_47352","","",""
"c_47353","Nassa francolina","","http://aims.fao.org/aos/agrovoc/c_47353","","",""
"c_47354","Nassa serta","","http://aims.fao.org/aos/agrovoc/c_47354","","",""
"c_47355","Vexilla vexillum","","http://aims.fao.org/aos/agrovoc/c_47355","","",""
"c_47357","Rapana venosa","","http://aims.fao.org/aos/agrovoc/c_47357","","",""
"c_47358","Rapana rapiformis","","http://aims.fao.org/aos/agrovoc/c_47358","","",""
"c_4736","менхэдены","","http://aims.fao.org/aos/agrovoc/c_4736","","",""
"c_47360","Concholepas concholepas","","http://aims.fao.org/aos/agrovoc/c_47360","","",""
"c_47361","Haliotidae","","http://aims.fao.org/aos/agrovoc/c_47361","","",""
"c_47363","Haliotis corrugata","","http://aims.fao.org/aos/agrovoc/c_47363","","",""
"c_47364","Haliotis cracherodii","","http://aims.fao.org/aos/agrovoc/c_47364","","",""
"c_47365","Haliotis fulgens","","http://aims.fao.org/aos/agrovoc/c_47365","","",""
"c_47366","Haliotis rufescens","","http://aims.fao.org/aos/agrovoc/c_47366","","",""
"c_47367","Haliotis sorenseni","","http://aims.fao.org/aos/agrovoc/c_47367","","",""
"c_47368","Haliotis assimilis","","http://aims.fao.org/aos/agrovoc/c_47368","","",""
"c_47369","Haliotis asinina","","http://aims.fao.org/aos/agrovoc/c_47369","","",""
"c_4737","Menidia","","http://aims.fao.org/aos/agrovoc/c_4737","","",""
"c_47371","Haliotis gigantea","","http://aims.fao.org/aos/agrovoc/c_47371","","",""
"c_47372","Haliotis glabra","","http://aims.fao.org/aos/agrovoc/c_47372","","",""
"c_47373","Haliotis midae","","http://aims.fao.org/aos/agrovoc/c_47373","","",""
"c_47374","Haliotis ovina","","http://aims.fao.org/aos/agrovoc/c_47374","","",""
"c_47375","Haliotis rubra","","http://aims.fao.org/aos/agrovoc/c_47375","","",""
"c_47376","Haliotis tuberculata","","http://aims.fao.org/aos/agrovoc/c_47376","","",""
"c_47377","Haliotis diversicolor","","http://aims.fao.org/aos/agrovoc/c_47377","","",""
"c_47378","Haliotis planata","","http://aims.fao.org/aos/agrovoc/c_47378","","",""
"c_47379","Haliotis varia","","http://aims.fao.org/aos/agrovoc/c_47379","","",""
"c_4738","мозговые оболочки","","http://aims.fao.org/aos/agrovoc/c_4738","","",""
"c_47381","Trochidae","","http://aims.fao.org/aos/agrovoc/c_47381","","",""
"c_47382","Tegula pellisserpentis","","http://aims.fao.org/aos/agrovoc/c_47382","","",""
"c_47383","Monodonta articulata","","http://aims.fao.org/aos/agrovoc/c_47383","","",""
"c_47384","Monodonta turbinata","","http://aims.fao.org/aos/agrovoc/c_47384","","",""
"c_47385","Monodonta mutabilis","","http://aims.fao.org/aos/agrovoc/c_47385","","",""
"c_47386","Monodonta labio","","http://aims.fao.org/aos/agrovoc/c_47386","","",""
"c_47387","Monodonta nebulosa","","http://aims.fao.org/aos/agrovoc/c_47387","","",""
"c_47388","Calliostoma conulum","","http://aims.fao.org/aos/agrovoc/c_47388","","",""
"c_47389","Calliostoma granulatum","","http://aims.fao.org/aos/agrovoc/c_47389","","",""
"c_4739","Menippe","","http://aims.fao.org/aos/agrovoc/c_4739","Menippi","",""
"c_47390","Calliostoma gualtierianum","","http://aims.fao.org/aos/agrovoc/c_47390","","",""
"c_47391","Calliostoma laugieri","","http://aims.fao.org/aos/agrovoc/c_47391","","",""
"c_47392","Calliostoma zizyphinum","","http://aims.fao.org/aos/agrovoc/c_47392","","",""
"c_47393","Clanculus jussieui","","http://aims.fao.org/aos/agrovoc/c_47393","","",""
"c_47394","Gibbula adansoni","","http://aims.fao.org/aos/agrovoc/c_47394","","",""
"c_47395","Gibbula albida","","http://aims.fao.org/aos/agrovoc/c_47395","","",""
"c_47396","Gibbula ardens","","http://aims.fao.org/aos/agrovoc/c_47396","","",""
"c_47397","Gibbula divaricata","","http://aims.fao.org/aos/agrovoc/c_47397","","",""
"c_47398","Gibbula fanulum","","http://aims.fao.org/aos/agrovoc/c_47398","","",""
"c_47399","Gibbula magus","","http://aims.fao.org/aos/agrovoc/c_47399","","",""
"c_473c10e2","Canis aureus","","http://aims.fao.org/aos/agrovoc/c_473c10e2","","",""
"c_473fc85c","Adonis aestivalis","","http://aims.fao.org/aos/agrovoc/c_473fc85c","","",""
"c_474","Anthaxia","","http://aims.fao.org/aos/agrovoc/c_474","","",""
"c_4740","умственные способности","","http://aims.fao.org/aos/agrovoc/c_4740","","",""
"c_47400","Gibbula philberti","","http://aims.fao.org/aos/agrovoc/c_47400","","",""
"c_47401","Gibbula rarilineata","","http://aims.fao.org/aos/agrovoc/c_47401","","",""
"c_47402","Gibbula richardi","","http://aims.fao.org/aos/agrovoc/c_47402","","",""
"c_47403","Gibbula umbilicaris","","http://aims.fao.org/aos/agrovoc/c_47403","","",""
"c_47404","Gibbula varia","","http://aims.fao.org/aos/agrovoc/c_47404","","",""
"c_47404ca2","Ligustrum vulgare","","http://aims.fao.org/aos/agrovoc/c_47404ca2","","",""
"c_47406","Trochus conus","","http://aims.fao.org/aos/agrovoc/c_47406","","",""
"c_47407","Trochus maculatus","","http://aims.fao.org/aos/agrovoc/c_47407","","",""
"c_47408","Trochus niloticus","","http://aims.fao.org/aos/agrovoc/c_47408","","",""
"c_47409","Trochus hanleyanus","","http://aims.fao.org/aos/agrovoc/c_47409","","",""
"c_4741","Mentha","","http://aims.fao.org/aos/agrovoc/c_4741","мята","",""
"c_47411","Jujubinus exasperatus","","http://aims.fao.org/aos/agrovoc/c_47411","","",""
"c_47412","Tectus pyramis","","http://aims.fao.org/aos/agrovoc/c_47412","","",""
"c_47413","Tectus fenestratus","","http://aims.fao.org/aos/agrovoc/c_47413","","",""
"c_47414","Tectus dentatus","","http://aims.fao.org/aos/agrovoc/c_47414","","",""
"c_47415","Umbonium vestiarium","","http://aims.fao.org/aos/agrovoc/c_47415","","",""
"c_47416","Umbonium costatum","","http://aims.fao.org/aos/agrovoc/c_47416","","",""
"c_47417","Cittarium pica","","http://aims.fao.org/aos/agrovoc/c_47417","","",""
"c_47418","Turbinidae","","http://aims.fao.org/aos/agrovoc/c_47418","","",""
"c_47419","Astrea turbanica","","http://aims.fao.org/aos/agrovoc/c_47419","","",""
"c_4742","Mentha aquatica","","http://aims.fao.org/aos/agrovoc/c_4742","мята водяная","",""
"c_47420","Astrea undosa","","http://aims.fao.org/aos/agrovoc/c_47420","","",""
"c_47421","Astrea spirata","","http://aims.fao.org/aos/agrovoc/c_47421","","",""
"c_47422","Astrea rugosa","","http://aims.fao.org/aos/agrovoc/c_47422","","",""
"c_47424","Turbo fluctuosus","","http://aims.fao.org/aos/agrovoc/c_47424","","",""
"c_47425","Turbo cornutus","","http://aims.fao.org/aos/agrovoc/c_47425","","",""
"c_47426","Turbo saxosus","","http://aims.fao.org/aos/agrovoc/c_47426","","",""
"c_47427","Turbo squamiger","","http://aims.fao.org/aos/agrovoc/c_47427","","",""
"c_47428","Turbo sarmaticus","","http://aims.fao.org/aos/agrovoc/c_47428","","",""
"c_47429","Turbo argyrostomus","","http://aims.fao.org/aos/agrovoc/c_47429","","",""
"c_4743","Mentha arvensis","","http://aims.fao.org/aos/agrovoc/c_4743","мята полевая|мята японская","",""
"c_47430","Turbo chrysostomus","","http://aims.fao.org/aos/agrovoc/c_47430","","",""
"c_47431","Turbo marmoratus","","http://aims.fao.org/aos/agrovoc/c_47431","","",""
"c_47432","Turbo petholatus","","http://aims.fao.org/aos/agrovoc/c_47432","","",""
"c_47433","Turbo setosus","","http://aims.fao.org/aos/agrovoc/c_47433","","",""
"c_47434","Turbo bruneus","","http://aims.fao.org/aos/agrovoc/c_47434","","",""
"c_47435","Turbo cinereus","","http://aims.fao.org/aos/agrovoc/c_47435","","",""
"c_47436","Turbo coronatus","","http://aims.fao.org/aos/agrovoc/c_47436","","",""
"c_47437","Turbo crassus","","http://aims.fao.org/aos/agrovoc/c_47437","","",""
"c_47438","Turbo canaliculatus","","http://aims.fao.org/aos/agrovoc/c_47438","","",""
"c_47439","Turbo castanea","","http://aims.fao.org/aos/agrovoc/c_47439","","",""
"c_4744","Mentha gentilis","","http://aims.fao.org/aos/agrovoc/c_4744","","",""
"c_47441","Homalopoma sanguineum","","http://aims.fao.org/aos/agrovoc/c_47441","","",""
"c_47442","Astralium calcar","","http://aims.fao.org/aos/agrovoc/c_47442","","",""
"c_47443","Lithopoma caelata","","http://aims.fao.org/aos/agrovoc/c_47443","","",""
"c_47444","Lithopoma tecta","","http://aims.fao.org/aos/agrovoc/c_47444","","",""
"c_47445","Lithopoma tuber","","http://aims.fao.org/aos/agrovoc/c_47445","","",""
"c_47446","Strombidae","","http://aims.fao.org/aos/agrovoc/c_47446","","",""
"c_47447","Lambis lambis","","http://aims.fao.org/aos/agrovoc/c_47447","","",""
"c_47448","Lambis truncata","","http://aims.fao.org/aos/agrovoc/c_47448","","",""
"c_47449","Lambis chiragra","","http://aims.fao.org/aos/agrovoc/c_47449","","",""
"c_4744b44e","хвостовка ветвистая","","http://aims.fao.org/aos/agrovoc/c_4744b44e","просо ветвистое|ветвянка ветвистая","",""
"c_4744c079","химические загрязнители","","http://aims.fao.org/aos/agrovoc/c_4744c079","химические загрязняющие вещества","",""
"c_4745","Mentha longifolia","","http://aims.fao.org/aos/agrovoc/c_4745","Mentha sylvestris|мята длиннолистная","",""
"c_47450","Lambis crocata","","http://aims.fao.org/aos/agrovoc/c_47450","","",""
"c_47451","Lambis millepeda","","http://aims.fao.org/aos/agrovoc/c_47451","","",""
"c_47452","Lambis scorpius","","http://aims.fao.org/aos/agrovoc/c_47452","","",""
"c_47455","Strombus galeatus","","http://aims.fao.org/aos/agrovoc/c_47455","","",""
"c_47456","Strombus gracilior","","http://aims.fao.org/aos/agrovoc/c_47456","","",""
"c_47457","Strombus peruvianus","","http://aims.fao.org/aos/agrovoc/c_47457","","",""
"c_47458","Strombus granulatus","","http://aims.fao.org/aos/agrovoc/c_47458","","",""
"c_47459","Strombus aurisdianae","","http://aims.fao.org/aos/agrovoc/c_47459","","",""
"c_4746","Mentha piperita","","http://aims.fao.org/aos/agrovoc/c_4746","Mentha citrata","",""
"c_47460","Strombus bulla","","http://aims.fao.org/aos/agrovoc/c_47460","","",""
"c_47461","Strombus canarium","","http://aims.fao.org/aos/agrovoc/c_47461","","",""
"c_47462","Strombus gibberulus","","http://aims.fao.org/aos/agrovoc/c_47462","","",""
"c_47463","Strombus labiatus","","http://aims.fao.org/aos/agrovoc/c_47463","","",""
"c_47464","Strombus lentiginosus","","http://aims.fao.org/aos/agrovoc/c_47464","","",""
"c_47465","Strombus luhuanus","","http://aims.fao.org/aos/agrovoc/c_47465","","",""
"c_47466","Strombus urceus","","http://aims.fao.org/aos/agrovoc/c_47466","","",""
"c_47467","Strombus dentatus","","http://aims.fao.org/aos/agrovoc/c_47467","","",""
"c_47468","Strombus epidromis","","http://aims.fao.org/aos/agrovoc/c_47468","","",""
"c_47469","Strombus latissimus","","http://aims.fao.org/aos/agrovoc/c_47469","","",""
"c_4746f89b","мезосульфурон","","http://aims.fao.org/aos/agrovoc/c_4746f89b","","",""
"c_4747","Mentha spicata","","http://aims.fao.org/aos/agrovoc/c_4747","Mentha viridis|мята колосовая","",""
"c_47470","Strombus marginatus","","http://aims.fao.org/aos/agrovoc/c_47470","","",""
"c_47471","Strombus mutabilis","","http://aims.fao.org/aos/agrovoc/c_47471","","",""
"c_47472","Strombus sinuatus","","http://aims.fao.org/aos/agrovoc/c_47472","","",""
"c_47473","Strombus variabilis","","http://aims.fao.org/aos/agrovoc/c_47473","","",""
"c_47474","Strombus costatus","","http://aims.fao.org/aos/agrovoc/c_47474","","",""
"c_47475","Strombus gallus","","http://aims.fao.org/aos/agrovoc/c_47475","","",""
"c_47476","Strombus pugilis","","http://aims.fao.org/aos/agrovoc/c_47476","","",""
"c_47477","Strombus raninus","","http://aims.fao.org/aos/agrovoc/c_47477","","",""
"c_47478","Strombus latus","","http://aims.fao.org/aos/agrovoc/c_47478","","",""
"c_47479","Strombus tricornis","","http://aims.fao.org/aos/agrovoc/c_47479","","",""
"c_4748","Menticirrhus","","http://aims.fao.org/aos/agrovoc/c_4748","королевские горбыли","",""
"c_47481","Terebellum terebellum","","http://aims.fao.org/aos/agrovoc/c_47481","","",""
"c_47482","Tibia fusus","","http://aims.fao.org/aos/agrovoc/c_47482","","",""
"c_47483","Buccinidae","","http://aims.fao.org/aos/agrovoc/c_47483","","",""
"c_47484","Buccinum undatum","","http://aims.fao.org/aos/agrovoc/c_47484","","",""
"c_47485","Buccinum humphreysianum","","http://aims.fao.org/aos/agrovoc/c_47485","","",""
"c_47486","Solenosteira gatesi","","http://aims.fao.org/aos/agrovoc/c_47486","","",""
"c_47487","Buccinulum corneum","","http://aims.fao.org/aos/agrovoc/c_47487","","",""
"c_47488","Cantharus dorbignyi","","http://aims.fao.org/aos/agrovoc/c_47488","","",""
"c_47489","Cantharus undosus","","http://aims.fao.org/aos/agrovoc/c_47489","","",""
"c_4749","Mercenaria","","http://aims.fao.org/aos/agrovoc/c_4749","","",""
"c_47490","Pisania striata","","http://aims.fao.org/aos/agrovoc/c_47490","","",""
"c_47491","Babylonia areolata","","http://aims.fao.org/aos/agrovoc/c_47491","","",""
"c_47492","Babylonia lutosa","","http://aims.fao.org/aos/agrovoc/c_47492","","",""
"c_47493","Neobuccinum eatoni","","http://aims.fao.org/aos/agrovoc/c_47493","","",""
"c_47494","Trophon albolabratus","","http://aims.fao.org/aos/agrovoc/c_47494","","",""
"c_47495","Melongenidae","","http://aims.fao.org/aos/agrovoc/c_47495","","",""
"c_47496","Melongena patula","","http://aims.fao.org/aos/agrovoc/c_47496","","",""
"c_47497","Melongena melongena","","http://aims.fao.org/aos/agrovoc/c_47497","","",""
"c_47498","Pugilina cochlidium","","http://aims.fao.org/aos/agrovoc/c_47498","","",""
"c_47499","Pugilina colosseus","","http://aims.fao.org/aos/agrovoc/c_47499","","",""
"c_475","антгельминтики","","http://aims.fao.org/aos/agrovoc/c_475","глистогонные средства","",""
"c_4750","торговцы","","http://aims.fao.org/aos/agrovoc/c_4750","","",""
"c_47500","Pugilina ternatana","","http://aims.fao.org/aos/agrovoc/c_47500","","",""
"c_47501","Pugilina morio","","http://aims.fao.org/aos/agrovoc/c_47501","","",""
"c_47503","Volema myristica","","http://aims.fao.org/aos/agrovoc/c_47503","","",""
"c_47505","Bursidae","","http://aims.fao.org/aos/agrovoc/c_47505","","",""
"c_47506","Bufonaria nana","","http://aims.fao.org/aos/agrovoc/c_47506","","",""
"c_47507","Bufonaria crumena","","http://aims.fao.org/aos/agrovoc/c_47507","","",""
"c_47508","Bufonaria rana","","http://aims.fao.org/aos/agrovoc/c_47508","","",""
"c_47509","Bursa bufonia","","http://aims.fao.org/aos/agrovoc/c_47509","","",""
"c_4751","ртуть","","http://aims.fao.org/aos/agrovoc/c_4751","Hg","",""
"c_47510","Tutufa bubo","","http://aims.fao.org/aos/agrovoc/c_47510","","",""
"c_47511","Tutufa rubeta","","http://aims.fao.org/aos/agrovoc/c_47511","","",""
"c_47512","Cassidae","","http://aims.fao.org/aos/agrovoc/c_47512","","",""
"c_47513","Phalium centiquadratum","","http://aims.fao.org/aos/agrovoc/c_47513","","",""
"c_47514","Phalium granulatum","","http://aims.fao.org/aos/agrovoc/c_47514","","",""
"c_47515","Phalium saburon","","http://aims.fao.org/aos/agrovoc/c_47515","","",""
"c_47516","Phalium bandatum","","http://aims.fao.org/aos/agrovoc/c_47516","","",""
"c_47517","Phalium areola","","http://aims.fao.org/aos/agrovoc/c_47517","","",""
"c_47518","Phalium glaucum","","http://aims.fao.org/aos/agrovoc/c_47518","","",""
"c_47519","Cassidaria echinophora","","http://aims.fao.org/aos/agrovoc/c_47519","","",""
"c_4752","Meretrix","","http://aims.fao.org/aos/agrovoc/c_4752","","",""
"c_47520","Cassidaria tyrrhena","","http://aims.fao.org/aos/agrovoc/c_47520","","",""
"c_47521","Cassis cornuta","","http://aims.fao.org/aos/agrovoc/c_47521","","",""
"c_47522","Cassis flammea","","http://aims.fao.org/aos/agrovoc/c_47522","","",""
"c_47523","Cassis madagascariensis","","http://aims.fao.org/aos/agrovoc/c_47523","","",""
"c_47524","Cassis tuberosa","","http://aims.fao.org/aos/agrovoc/c_47524","","",""
"c_47525","Cassis tessellata","","http://aims.fao.org/aos/agrovoc/c_47525","","",""
"c_47526","Cypraecassis rufa","","http://aims.fao.org/aos/agrovoc/c_47526","","",""
"c_47527","Columbellidae","","http://aims.fao.org/aos/agrovoc/c_47527","","",""
"c_47528","Strombina fusinoidaea","","http://aims.fao.org/aos/agrovoc/c_47528","","",""
"c_47529","Pyrene scripta","","http://aims.fao.org/aos/agrovoc/c_47529","","",""
"c_4753","Мерида (Венесуэла)","","http://aims.fao.org/aos/agrovoc/c_4753","","",""
"c_47530","Crepidulidae","","http://aims.fao.org/aos/agrovoc/c_47530","","",""
"c_47531","Crepidula aculeata","","http://aims.fao.org/aos/agrovoc/c_47531","","",""
"c_47532","Crepidula excavata","","http://aims.fao.org/aos/agrovoc/c_47532","","",""
"c_47533","Crepidula onyx","","http://aims.fao.org/aos/agrovoc/c_47533","","",""
"c_47534","Crepidula gibbosa","","http://aims.fao.org/aos/agrovoc/c_47534","","",""
"c_47535","Crepidula unguiformis","","http://aims.fao.org/aos/agrovoc/c_47535","","",""
"c_47536","Crepidula goreensis","","http://aims.fao.org/aos/agrovoc/c_47536","","",""
"c_47537","Crepidula fornicata","","http://aims.fao.org/aos/agrovoc/c_47537","","",""
"c_47538","Crucibulum scutellatum","","http://aims.fao.org/aos/agrovoc/c_47538","","",""
"c_47539","Calyptraea chinensis","","http://aims.fao.org/aos/agrovoc/c_47539","","",""
"c_4754","меристемы","","http://aims.fao.org/aos/agrovoc/c_4754","","",""
"c_47540","Fasciolariidae","","http://aims.fao.org/aos/agrovoc/c_47540","","",""
"c_47541","Fusinus dupetitthouarsi","","http://aims.fao.org/aos/agrovoc/c_47541","","",""
"c_47542","Fusinus rostratus","","http://aims.fao.org/aos/agrovoc/c_47542","","",""
"c_47543","Fusinus syracusanus","","http://aims.fao.org/aos/agrovoc/c_47543","","",""
"c_47544","Fusinus colus","","http://aims.fao.org/aos/agrovoc/c_47544","","",""
"c_47545","Fusinus nicobaricus","","http://aims.fao.org/aos/agrovoc/c_47545","","",""
"c_47546","Fusinus closter","","http://aims.fao.org/aos/agrovoc/c_47546","","",""
"c_47547","Pleuroploca princeps","","http://aims.fao.org/aos/agrovoc/c_47547","","",""
"c_47548","Pleuroploca salmo","","http://aims.fao.org/aos/agrovoc/c_47548","","",""
"c_47549","Pleuroploca trapezium","","http://aims.fao.org/aos/agrovoc/c_47549","","",""
"c_4755","Merlangius","","http://aims.fao.org/aos/agrovoc/c_4755","Merlangus","",""
"c_47550","Fasciolaria lignaria","","http://aims.fao.org/aos/agrovoc/c_47550","","",""
"c_47551","Fasciolaria tulipa","","http://aims.fao.org/aos/agrovoc/c_47551","","",""
"c_47552","Latirolagena smaragdula","","http://aims.fao.org/aos/agrovoc/c_47552","","",""
"c_47552acc","полярные воздушные массы","","http://aims.fao.org/aos/agrovoc/c_47552acc","","",""
"c_47553","Latirus polygonus","","http://aims.fao.org/aos/agrovoc/c_47553","","",""
"c_47554","Latirus infundibulum","","http://aims.fao.org/aos/agrovoc/c_47554","","",""
"c_47555","Leucozonia nassa","","http://aims.fao.org/aos/agrovoc/c_47555","","",""
"c_47556","Fissurelidae","","http://aims.fao.org/aos/agrovoc/c_47556","","",""
"c_47557","Megathura crenulata","","http://aims.fao.org/aos/agrovoc/c_47557","","",""
"c_47558","Fissurella virescens","","http://aims.fao.org/aos/agrovoc/c_47558","","",""
"c_47559","Fissurella barbadensis","","http://aims.fao.org/aos/agrovoc/c_47559","","",""
"c_4755d729","люцерновая солома","","http://aims.fao.org/aos/agrovoc/c_4755d729","","",""
"c_4756","Merluccius","","http://aims.fao.org/aos/agrovoc/c_4756","","",""
"c_47560","Fissurella nimbosa","","http://aims.fao.org/aos/agrovoc/c_47560","","",""
"c_47561","Fissurella nubecula","","http://aims.fao.org/aos/agrovoc/c_47561","","",""
"c_47562","Fissurella coarctata","","http://aims.fao.org/aos/agrovoc/c_47562","","",""
"c_475626a4","толща воды","","http://aims.fao.org/aos/agrovoc/c_475626a4","водная толща","",""
"c_47563","Stromboli beebei","","http://aims.fao.org/aos/agrovoc/c_47563","","",""
"c_47564","Diodora listeri","","http://aims.fao.org/aos/agrovoc/c_47564","","",""
"c_47565","Lottiidae","","http://aims.fao.org/aos/agrovoc/c_47565","","",""
"c_47566","Lottia gigantea","","http://aims.fao.org/aos/agrovoc/c_47566","","",""
"c_47567","Lottia limatula","","http://aims.fao.org/aos/agrovoc/c_47567","","",""
"c_47568","Patelloida saccharina","","http://aims.fao.org/aos/agrovoc/c_47568","","",""
"c_47569","Patelloida striata","","http://aims.fao.org/aos/agrovoc/c_47569","","",""
"c_47570","Naticidae","","http://aims.fao.org/aos/agrovoc/c_47570","","",""
"c_47571","Natica broderipiana","","http://aims.fao.org/aos/agrovoc/c_47571","","",""
"c_47572","Natica chemnitzii","","http://aims.fao.org/aos/agrovoc/c_47572","","",""
"c_47573","Natica euzona","","http://aims.fao.org/aos/agrovoc/c_47573","","",""
"c_47574","Natica stellata","","http://aims.fao.org/aos/agrovoc/c_47574","","",""
"c_47575","Natica tigrina","","http://aims.fao.org/aos/agrovoc/c_47575","","",""
"c_47576","Natica vitellus","","http://aims.fao.org/aos/agrovoc/c_47576","","",""
"c_47577","Natica gualteriana","","http://aims.fao.org/aos/agrovoc/c_47577","","",""
"c_47578","Natica lineata","","http://aims.fao.org/aos/agrovoc/c_47578","","",""
"c_47579","Natica adansoni","","http://aims.fao.org/aos/agrovoc/c_47579","","",""
"c_4758","Mesocestoides","","http://aims.fao.org/aos/agrovoc/c_4758","","",""
"c_47580","Natica collaris","","http://aims.fao.org/aos/agrovoc/c_47580","","",""
"c_47581","Natica fulminea","","http://aims.fao.org/aos/agrovoc/c_47581","","",""
